"d1","d2","d3","d4","d5","d6","d7","d8","d9","d19","d11","d12","d13","d14","d15","d16","d17","d18","d19.1","d20","d21","d22","class"
1,4,43800,2497,190,6300,235,237,8.2,7.3,174,1575,4841,1846,1468,2888,485,520,1600,100,70,168,1
1,4,45960,2497,190,6300,235,236,8.7,7.5,178,1600,4841,1846,1468,2888,485,520,1800,100,70,168,1
1,4,46250,2497,190,6300,235,237,8.2,7.3,174,1575,4841,1846,1468,2888,485,520,1600,100,70,168,1
1,4,48410,2497,190,6300,235,236,8.7,7.5,178,1600,4841,1846,1468,2888,485,520,1800,100,70,168,1
1,4,47150,2497,190,6300,235,237,8.2,7.3,174,1575,4841,1846,1468,2888,485,520,1600,100,70,168,1
1,4,49310,2497,190,6300,235,236,8.7,7.5,178,1600,4841,1846,1468,2888,485,520,1800,100,70,168,1
1,4,42200,2996,218,6100,270,248,7.1,7.4,176,1585,4841,1846,1468,2888,485,520,1800,100,70,202,1
1,4,44360,2996,218,6100,270,246,7.7,7.5,178,1605,4841,1846,1468,2888,485,520,2000,100,70,202,1
1,4,44800,2996,218,6100,270,240,7.9,8.1,193,1700,4841,1846,1482,2888,485,520,1800,100,70,202,1
1,4,46960,2996,218,6100,270,234,8.2,8.1,193,1720,4841,1846,1482,2888,485,520,2000,100,70,202,1
1,4,46800,2996,218,6100,270,248,7.1,7.4,176,1585,4841,1846,1468,2888,485,520,1800,100,70,202,1
1,4,48960,2996,218,6100,270,246,7.7,7.5,178,1605,4841,1846,1468,2888,485,520,2000,100,70,202,1
1,4,49000,2996,218,6100,270,240,7.9,8.1,193,1700,4841,1846,1482,2888,485,520,1800,100,70,202,1
1,4,51160,2996,218,6100,270,234,8.2,8.1,193,1720,4841,1846,1482,2888,485,520,2000,100,70,202,1
1,4,49250,2996,218,6100,270,248,7.1,7.4,176,1585,4841,1846,1468,2888,485,520,1800,100,70,202,1
1,4,51410,2996,218,6100,270,246,7.7,7.5,178,1605,4841,1846,1468,2888,485,520,2000,100,70,202,1
1,4,51450,2996,218,6100,270,240,7.9,8.1,193,1700,4841,1846,1482,2888,485,520,1800,100,70,202,1
1,4,53610,2996,218,6100,270,234,8.2,8.1,193,1720,4841,1846,1482,2888,485,520,2000,100,70,202,1
1,4,50150,2996,218,6100,270,248,7.1,7.4,176,1585,4841,1846,1468,2888,485,520,1800,100,70,202,1
1,4,52310,2996,218,6100,270,246,7.7,7.5,178,1605,4841,1846,1468,2888,485,520,2000,100,70,202,1
1,4,52400,2996,218,6100,270,240,7.9,8.1,193,1700,4841,1846,1482,2888,485,520,1800,100,70,202,1
1,4,54560,2996,218,6100,270,234,8.2,8.1,193,1720,4841,1846,1482,2888,485,520,2000,100,70,202,1
1,4,45900,2996,272,6700,320,250,6.3,7.7,182,1605,4841,1846,1468,2888,485,520,2000,100,70,202,1
1,4,48060,2996,272,6700,320,250,6.5,7.5,178,1615,4841,1846,1468,2888,485,520,2000,100,70,202,1
1,4,48500,2996,272,6700,320,250,6.6,8.2,194,1710,4841,1846,1482,2888,485,520,2000,100,70,202,1
1,4,50660,2996,272,6700,320,250,6.8,8.1,193,1730,4841,1846,1482,2888,485,520,2000,100,70,202,1
1,4,50100,2996,272,6700,320,250,6.3,7.7,182,1605,4841,1846,1468,2888,485,520,2000,100,70,202,1
1,4,52260,2996,272,6700,320,250,6.5,7.5,178,1615,4841,1846,1468,2888,485,520,2000,100,70,202,1
1,4,52700,2996,272,6700,320,250,6.6,8.2,194,1710,4841,1846,1482,2888,485,520,2000,100,70,202,1
1,4,54860,2996,272,6700,320,250,6.8,8.1,193,1730,4841,1846,1482,2888,485,520,2000,100,70,202,1
1,4,52550,2996,272,6700,320,250,6.3,7.7,182,1605,4841,1846,1468,2888,485,520,2000,100,70,202,1
1,4,54710,2996,272,6700,320,250,6.5,7.5,178,1615,4841,1846,1468,2888,485,520,2000,100,70,202,1
1,4,55150,2996,272,6700,320,250,6.6,8.2,194,1710,4841,1846,1482,2888,485,520,2000,100,70,202,1
1,4,57310,2996,272,6700,320,250,6.8,8.1,193,1730,4841,1846,1482,2888,485,520,2000,100,70,202,1
1,4,53600,2996,272,6700,320,250,6.3,7.7,182,1605,4841,1846,1468,2888,485,520,2000,100,70,202,1
1,4,55760,2996,272,6700,320,250,6.5,7.5,178,1615,4841,1846,1468,2888,485,520,2000,100,70,202,1
1,4,56100,2996,272,6700,320,250,6.6,8.2,194,1710,4841,1846,1482,2888,485,520,2000,100,70,202,1
1,4,58260,2996,272,6700,320,250,6.8,8.1,193,1730,4841,1846,1482,2888,485,520,2000,100,70,202,1
1,4,55300,4000,306,6300,390,250,6.1,10.5,250,1725,4841,1846,1468,2888,485,520,2000,100,70,270,1
1,4,57460,4000,306,6300,390,250,6.2,9.7,232,1735,4841,1846,1468,2888,485,520,2000,100,70,270,1
1,4,58550,4000,306,6300,390,250,6.1,10.5,250,1725,4841,1846,1468,2888,485,520,2000,100,70,270,1
1,4,60710,4000,306,6300,390,250,6.2,9.7,232,1735,4841,1846,1468,2888,485,520,2000,100,70,270,1
1,4,60150,4000,306,6300,390,250,6.1,10.5,250,1725,4841,1846,1468,2888,485,520,2000,100,70,270,1
1,4,62310,4000,306,6300,390,250,6.2,9.7,232,1735,4841,1846,1468,2888,485,520,2000,100,70,270,1
1,4,62350,4000,306,6300,390,250,6.1,10.5,250,1725,4841,1846,1468,2888,485,520,2000,100,70,270,1
1,4,64510,4000,306,6300,390,250,6.2,9.7,232,1735,4841,1846,1468,2888,485,520,2000,100,70,270,1
1,4,64100,4799,367,6300,490,250,5.2,10.9,260,1735,4841,1846,1468,2888,485,520,2000,100,70,324,1
1,4,66260,4799,367,6300,490,250,5.3,10.5,246,1745,4841,1846,1468,2888,485,520,2000,100,70,324,1
1,4,66300,4799,367,6300,490,250,5.2,10.9,260,1735,4841,1846,1468,2888,485,520,2000,100,70,324,1
1,4,68460,4799,367,6300,490,250,5.3,10.5,246,1745,4841,1846,1468,2888,485,520,2000,100,70,324,1
1,4,67150,4799,367,6300,490,250,5.2,10.9,260,1735,4841,1846,1468,2888,485,520,2000,100,70,324,1
1,4,69310,4799,367,6300,490,250,5.3,10.5,246,1745,4841,1846,1468,2888,485,520,2000,100,70,324,1
1,4,69900,4799,367,6300,490,250,5.2,10.9,260,1735,4841,1846,1468,2888,485,520,2000,100,70,324,1
1,4,72060,4799,367,6300,490,250,5.3,10.5,246,1745,4841,1846,1468,2888,485,520,2000,100,70,324,1
1,4,93500,4999,507,7750,520,250,4.7,14.8,357,1855,4855,1846,1469,2889,445,500,2100,100,70,337,1
2,4,38200,1995,177,4000,340,231,8.3,5.1,136,1585,4841,1846,1468,2888,465,520,1800,100,70,308,1
2,4,40360,1995,177,4000,340,229,8.4,5.6,149,1595,4841,1846,1468,2888,465,520,1800,100,70,308,1
2,4,42800,1995,177,4000,340,231,8.3,5.1,136,1585,4841,1846,1468,2888,465,520,1800,100,70,308,1
2,4,44960,1995,177,4000,340,229,8.4,5.6,149,1595,4841,1846,1468,2888,465,520,1800,100,70,308,1
2,4,45250,1995,177,4000,340,231,8.3,5.1,136,1585,4841,1846,1468,2888,465,520,1800,100,70,308,1
2,4,47410,1995,177,4000,340,229,8.4,5.6,149,1595,4841,1846,1468,2888,465,520,1800,100,70,308,1
2,4,46150,1995,177,4000,340,231,8.3,5.1,136,1585,4841,1846,1468,2888,465,520,1800,100,70,308,1
2,4,48310,1995,177,4000,340,229,8.4,5.6,149,1595,4841,1846,1468,2888,465,520,1800,100,70,308,1
2,4,42400,2993,197,3750,400,237,7.6,6.2,165,1655,4841,1846,1468,2888,485,520,2000,100,70,463,1
2,4,44560,2993,197,3750,400,235,7.7,6.5,172,1670,4841,1846,1468,2888,485,520,2000,100,70,463,1
2,4,45000,2993,197,3750,400,232,7.8,6.7,179,1745,4841,1846,1482,2888,485,520,2000,100,70,463,1
2,4,47160,2993,197,3750,400,230,7.9,6.9,183,1755,4841,1846,1482,2888,485,520,2000,100,70,463,1
2,4,47000,2993,197,3750,400,237,7.6,6.2,165,1655,4841,1846,1468,2888,485,520,2000,100,70,463,1
2,4,49160,2993,197,3750,400,235,7.7,6.5,172,1670,4841,1846,1468,2888,485,520,2000,100,70,463,1
2,4,49200,2993,197,3750,400,232,7.8,6.7,179,1745,4841,1846,1482,2888,485,520,2000,100,70,463,1
2,4,51360,2993,197,3750,400,230,7.9,6.9,183,1755,4841,1846,1482,2888,485,520,2000,100,70,463,1
2,4,49450,2993,197,3750,400,237,7.6,6.2,165,1655,4841,1846,1468,2888,485,520,2000,100,70,463,1
2,4,51610,2993,197,3750,400,235,7.7,6.5,172,1670,4841,1846,1468,2888,485,520,2000,100,70,463,1
2,4,51650,2993,197,3750,400,232,7.8,6.7,179,1745,4841,1846,1482,2888,485,520,2000,100,70,463,1
2,4,53810,2993,197,3750,400,230,7.9,6.9,183,1755,4841,1846,1482,2888,485,520,2000,100,70,463,1
2,4,50350,2993,197,3750,400,237,7.6,6.2,165,1655,4841,1846,1468,2888,485,520,2000,100,70,463,1
2,4,52510,2993,197,3750,400,235,7.7,6.5,172,1670,4841,1846,1468,2888,485,520,2000,100,70,463,1
2,4,52600,2993,197,3750,400,232,7.8,6.7,179,1745,4841,1846,1482,2888,485,520,2000,100,70,463,1
2,4,54760,2993,197,3750,400,230,7.9,6.9,183,1755,4841,1846,1482,2888,485,520,2000,100,70,463,1
2,4,46300,2993,235,4000,500,250,6.8,6.4,170,1665,4841,1846,1468,2888,475,520,2000,100,70,463,1
2,4,48460,2993,235,4000,500,248,6.8,6.6,176,1675,4841,1846,1468,2888,485,520,2000,100,70,463,1
2,4,48900,2993,235,4000,500,242,6.6,6.9,183,1760,4841,1846,1482,2888,485,520,2000,100,70,463,1
2,4,51060,2993,235,4000,500,240,6.8,7,186,1780,4841,1846,1482,2888,485,520,2000,100,70,463,1
2,4,50500,2993,235,4000,500,250,6.8,6.4,170,1665,4841,1846,1468,2888,475,520,2000,100,70,463,1
2,4,52660,2993,235,4000,500,248,6.8,6.6,176,1675,4841,1846,1468,2888,485,520,2000,100,70,463,1
2,4,53100,2993,235,4000,500,242,6.6,6.9,183,1760,4841,1846,1482,2888,485,520,2000,100,70,463,1
2,4,55260,2993,235,4000,500,240,6.8,7,186,1780,4841,1846,1482,2888,485,520,2000,100,70,463,1
2,4,52950,2993,235,4000,500,250,6.8,6.4,170,1665,4841,1846,1468,2888,475,520,2000,100,70,463,1
2,4,55110,2993,235,4000,500,248,6.8,6.6,176,1675,4841,1846,1468,2888,485,520,2000,100,70,463,1
2,4,55550,2993,235,4000,500,242,6.6,6.9,183,1760,4841,1846,1482,2888,485,520,2000,100,70,463,1
2,4,57710,2993,235,4000,500,240,6.8,7,186,1780,4841,1846,1482,2888,485,520,2000,100,70,463,1
2,4,54000,2993,235,4000,500,250,6.8,6.4,170,1665,4841,1846,1468,2888,475,520,2000,100,70,463,1
2,4,56160,2993,235,4000,500,248,6.8,6.6,176,1675,4841,1846,1468,2888,485,520,2000,100,70,463,1
2,4,56500,2993,235,4000,500,242,6.6,6.9,183,1760,4841,1846,1482,2888,485,520,2000,100,70,463,1
2,4,58660,2993,235,4000,500,240,6.8,7,186,1780,4841,1846,1482,2888,485,520,2000,100,70,463,1
2,4,54500,2993,286,4400,580,250,6.4,6.7,178,1735,4841,1846,1468,2888,485,520,2000,100,70,463,1
2,4,57750,2993,286,4400,580,250,6.4,6.7,178,1735,4841,1846,1468,2888,485,520,2000,100,70,463,1
2,4,59350,2993,286,4400,580,250,6.4,6.7,178,1735,4841,1846,1468,2888,485,520,2000,100,70,463,1
2,4,61550,2993,286,4400,580,250,6.4,6.7,178,1735,4841,1846,1468,2888,485,520,2000,100,70,463,1
1,4,38800,1995,170,6700,210,220,9,6.9,166,1635,4843,1846,1491,2886,525,500,1600,100,70,135,2
1,4,40960,1995,170,6700,210,219,10,7,167,1665,4843,1846,1491,2886,525,500,1800,100,70,135,2
1,4,43400,1995,170,6700,210,220,9,6.9,166,1635,4843,1846,1491,2886,525,500,1600,100,70,135,2
1,4,45560,1995,170,6700,210,219,10,7,167,1665,4843,1846,1491,2886,525,500,1800,100,70,135,2
1,4,45850,1995,170,6700,210,220,9,6.9,166,1635,4843,1846,1491,2886,525,500,1600,100,70,135,2
1,4,48010,1995,170,6700,210,219,10,7,167,1665,4843,1846,1491,2886,525,500,1800,100,70,135,2
1,4,46750,1995,170,6700,210,220,9,6.9,166,1635,4843,1846,1491,2886,525,500,1600,100,70,135,2
1,4,48910,1995,170,6700,210,219,10,7,167,1665,4843,1846,1491,2886,525,500,1800,100,70,135,2
1,4,41700,2497,190,6300,235,230,8.5,7.7,183,1665,4843,1846,1491,2886,525,500,1600,100,70,168,2
1,4,43860,2497,190,6300,235,229,9.1,7.7,184,1695,4843,1846,1491,2886,525,500,1800,100,70,168,2
1,4,46300,2497,190,6300,235,230,8.5,7.7,183,1665,4843,1846,1491,2886,525,500,1600,100,70,168,2
1,4,48460,2497,190,6300,235,229,9.1,7.7,184,1695,4843,1846,1491,2886,525,500,1800,100,70,168,2
1,4,48750,2497,190,6300,235,230,8.5,7.7,183,1665,4843,1846,1491,2886,525,500,1600,100,70,168,2
1,4,50910,2497,190,6300,235,229,9.1,7.7,184,1695,4843,1846,1491,2886,525,500,1800,100,70,168,2
1,4,49650,2497,190,6300,235,230,8.5,7.7,183,1665,4843,1846,1491,2886,525,500,1600,100,70,168,2
1,4,51810,2497,190,6300,235,229,9.1,7.7,184,1695,4843,1846,1491,2886,525,500,1800,100,70,168,2
1,4,44700,2996,218,6100,270,243,7.4,7.7,183,1680,4843,1846,1491,2886,525,500,1800,100,70,202,2
1,4,47300,2996,218,6100,270,233,8.2,8.4,201,1795,4843,1846,1491,2886,525,500,1800,100,70,202,2
1,4,49460,2996,218,6100,270,230,8.5,8.4,201,1815,4843,1846,1491,2886,525,500,2000,100,70,202,2
1,4,46860,2996,218,6100,270,241,7.9,7.7,184,1705,4843,1846,1491,2886,525,500,2000,100,70,202,2
1,4,49300,2996,218,6100,270,243,7.4,7.7,183,1680,4843,1846,1491,2886,525,500,1800,100,70,202,2
1,4,51460,2996,218,6100,270,241,7.9,7.7,184,1705,4843,1846,1491,2886,525,500,2000,100,70,202,2
1,4,51500,2996,218,6100,270,233,8.2,8.4,201,1795,4843,1846,1491,2886,525,500,1800,100,70,202,2
1,4,53660,2996,218,6100,270,230,8.5,8.4,201,1815,4843,1846,1491,2886,525,500,2000,100,70,202,2
1,4,51750,2996,218,6100,270,243,7.4,7.7,183,1680,4843,1846,1491,2886,525,500,1800,100,70,202,2
1,4,53910,2996,218,6100,270,241,7.9,7.7,184,1705,4843,1846,1491,2886,525,500,2000,100,70,202,2
1,4,52650,2996,218,6100,270,243,7.4,7.7,183,1680,4843,1846,1491,2886,525,500,1800,100,70,202,2
1,4,53950,2996,218,6100,270,233,8.2,8.4,201,1795,4843,1846,1491,2886,525,500,1800,100,70,202,2
1,4,56110,2996,218,6100,270,230,8.5,8.4,201,1815,4843,1846,1491,2886,525,500,2000,100,70,202,2
1,4,54810,2996,218,6100,270,241,7.9,7.7,184,1705,4843,1846,1491,2886,525,500,2000,100,70,202,2
1,4,54900,2996,218,6100,270,233,8.2,8.4,201,1795,4843,1846,1491,2886,525,500,1800,100,70,202,2
1,4,57060,2996,218,6100,270,230,8.5,8.4,201,1815,4843,1846,1491,2886,525,500,2000,100,70,202,2
1,4,48400,2996,272,6700,320,250,6.5,7.9,187,1695,4843,1846,1491,2886,525,500,2000,100,70,202,2
1,4,50560,2996,272,6700,320,250,6.9,7.7,184,1705,4843,1846,1491,2886,525,500,2000,100,70,202,2
1,4,51000,2996,272,6700,320,246,6.9,8.5,203,1800,4843,1846,1491,2886,525,500,2000,100,70,202,2
1,4,53160,2996,272,6700,320,244,7.1,8.4,201,1810,4843,1846,1491,2886,525,500,2000,100,70,202,2
1,4,52600,2996,272,6700,320,250,6.5,7.9,187,1695,4843,1846,1491,2886,525,500,2000,100,70,202,2
1,4,54760,2996,272,6700,320,250,6.9,7.7,184,1705,4843,1846,1491,2886,525,500,2000,100,70,202,2
1,4,55200,2996,272,6700,320,246,6.9,8.5,203,1800,4843,1846,1491,2886,525,500,2000,100,70,202,2
1,4,57360,2996,272,6700,320,244,7.1,8.4,201,1810,4843,1846,1491,2886,525,500,2000,100,70,202,2
1,4,55050,2996,272,6700,320,250,6.5,7.9,187,1695,4843,1846,1491,2886,525,500,2000,100,70,202,2
1,4,57210,2996,272,6700,320,250,6.9,7.7,184,1705,4843,1846,1491,2886,525,500,2000,100,70,202,2
1,4,57650,2996,272,6700,320,246,6.9,8.5,203,1800,4843,1846,1491,2886,525,500,2000,100,70,202,2
1,4,59810,2996,272,6700,320,244,7.1,8.4,201,1810,4843,1846,1491,2886,525,500,2000,100,70,202,2
1,4,56100,2996,272,6700,320,250,6.5,7.9,187,1695,4843,1846,1491,2886,525,500,2000,100,70,202,2
1,4,58260,2996,272,6700,320,250,6.9,7.7,184,1705,4843,1846,1491,2886,525,500,2000,100,70,202,2
1,4,58600,2996,272,6700,320,246,6.9,8.5,203,1800,4843,1846,1491,2886,525,500,2000,100,70,202,2
1,4,60760,2996,272,6700,320,244,7.1,8.4,201,1810,4843,1846,1491,2886,525,500,2000,100,70,202,2
1,4,66600,4799,367,6300,490,250,5.3,11.2,267,1835,4843,1846,1491,2886,485,500,2000,100,70,324,2
1,4,68760,4799,367,6300,490,250,5.4,10.7,254,1835,4843,1846,1491,2886,485,500,2000,100,70,324,2
1,4,68800,4799,367,6300,490,250,5.3,11.2,267,1835,4843,1846,1491,2886,485,500,2000,100,70,324,2
1,4,70960,4799,367,6300,490,250,5.4,10.7,254,1835,4843,1846,1491,2886,485,500,2000,100,70,324,2
1,4,69650,4799,367,6300,490,250,5.3,11.2,267,1835,4843,1846,1491,2886,485,500,2000,100,70,324,2
1,4,71810,4799,367,6300,490,250,5.4,10.7,254,1835,4843,1846,1491,2886,485,500,2000,100,70,324,2
1,4,72400,4799,367,6300,490,250,5.3,11.2,267,1835,4843,1846,1491,2886,485,500,2000,100,70,324,2
1,4,74560,4799,367,6300,490,250,5.4,10.7,254,1835,4843,1846,1491,2886,485,500,2000,100,70,324,2
1,4,96000,4999,507,7750,520,250,4.8,15,361,1955,4854,1846,1515,2885,460,500,1800,100,70,337,2
2,4,40700,1995,177,4000,350,224,8.5,5.3,140,1675,4843,1846,1491,2886,525,500,1800,100,70,308,2
2,4,42860,1995,177,4000,350,224,8.6,5.8,154,1695,4843,1846,1491,2886,525,500,1800,100,70,308,2
2,4,45300,1995,177,4000,350,224,8.5,5.3,140,1675,4843,1846,1491,2886,525,500,1800,100,70,308,2
2,4,47460,1995,177,4000,350,224,8.6,5.8,154,1695,4843,1846,1491,2886,525,500,1800,100,70,308,2
2,4,47750,1995,177,4000,350,224,8.5,5.3,140,1675,4843,1846,1491,2886,525,500,1800,100,70,308,2
2,4,49910,1995,177,4000,350,224,8.6,5.8,154,1695,4843,1846,1491,2886,525,500,1800,100,70,308,2
2,4,48650,1995,177,4000,350,224,8.5,5.3,140,1675,4843,1846,1491,2886,525,500,1800,100,70,308,2
2,4,50810,1995,177,4000,350,224,8.6,5.8,154,1695,4843,1846,1491,2886,525,500,1800,100,70,308,2
2,4,44900,2993,197,3750,400,232,7.8,6.4,171,1735,4843,1846,1491,2886,525,500,2000,100,70,463,2
2,4,47060,2993,197,3750,400,232,7.9,6.6,176,1765,4843,1846,1491,2886,525,500,2000,100,70,463,2
2,4,47500,2993,197,3750,400,228,8.1,6.9,184,1845,4843,1846,1491,2886,505,500,2000,100,70,463,2
2,4,49660,2993,197,3750,400,228,8.3,7,187,1855,4843,1846,1491,2886,505,500,2000,100,70,463,2
2,4,49500,2993,197,3750,400,232,7.8,6.4,171,1735,4843,1846,1491,2886,525,500,2000,100,70,463,2
2,4,51660,2993,197,3750,400,232,7.9,6.6,176,1765,4843,1846,1491,2886,525,500,2000,100,70,463,2
2,4,51700,2993,197,3750,400,228,8.1,6.9,184,1845,4843,1846,1491,2886,505,500,2000,100,70,463,2
2,4,53860,2993,197,3750,400,228,8.3,7,187,1855,4843,1846,1491,2886,505,500,2000,100,70,463,2
2,4,51950,2993,197,3750,400,232,7.8,6.4,171,1735,4843,1846,1491,2886,525,500,2000,100,70,463,2
2,4,54110,2993,197,3750,400,232,7.9,6.6,176,1765,4843,1846,1491,2886,525,500,2000,100,70,463,2
2,4,54150,2993,197,3750,400,228,8.1,6.9,184,1845,4843,1846,1491,2886,505,500,2000,100,70,463,2
2,4,56310,2993,197,3750,400,228,8.3,7,187,1855,4843,1846,1491,2886,505,500,2000,100,70,463,2
2,4,52850,2993,197,3750,400,232,7.8,6.4,171,1735,4843,1846,1491,2886,525,500,2000,100,70,463,2
2,4,55010,2993,197,3750,400,232,7.9,6.6,176,1765,4843,1846,1491,2886,525,500,2000,100,70,463,2
2,4,55100,2993,197,3750,400,228,8.1,6.9,184,1845,4843,1846,1491,2886,505,500,2000,100,70,463,2
2,4,57260,2993,197,3750,400,228,8.3,7,187,1855,4843,1846,1491,2886,505,500,2000,100,70,463,2
2,4,48800,2993,235,4000,500,245,6.9,6.6,176,1735,4843,1846,1491,2886,525,500,2000,100,70,463,2
2,4,50960,2993,235,4000,500,243,7,6.8,180,1775,4843,1846,1491,2886,525,500,2000,100,70,463,2
2,4,51400,2993,235,4000,500,235,6.8,7.2,192,1800,4843,1846,1491,2886,525,500,2000,100,70,463,2
2,4,53560,2993,235,4000,500,233,7,7.2,192,1810,4843,1846,1491,2886,525,500,2000,100,70,463,2
2,4,53000,2993,235,4000,500,245,6.9,6.6,176,1735,4843,1846,1491,2886,525,500,2000,100,70,463,2
2,4,55160,2993,235,4000,500,243,7,6.8,180,1775,4843,1846,1491,2886,525,500,2000,100,70,463,2
2,4,55600,2993,235,4000,500,235,6.8,7.2,192,1800,4843,1846,1491,2886,525,500,2000,100,70,463,2
2,4,57760,2993,235,4000,500,233,7,7.2,192,1810,4843,1846,1491,2886,525,500,2000,100,70,463,2
2,4,55450,2993,235,4000,500,245,6.9,6.6,176,1735,4843,1846,1491,2886,525,500,2000,100,70,463,2
2,4,56500,2993,235,4000,500,245,6.9,6.6,176,1735,4843,1846,1491,2886,525,500,2000,100,70,463,2
2,4,57610,2993,235,4000,500,243,7,6.8,180,1775,4843,1846,1491,2886,525,500,2000,100,70,463,2
2,4,58050,2993,235,4000,500,235,6.8,7.2,192,1800,4843,1846,1491,2886,525,500,2000,100,70,463,2
2,4,60210,2993,235,4000,500,233,7,7.2,192,1810,4843,1846,1491,2886,525,500,2000,100,70,463,2
2,4,58660,2993,235,4000,500,243,7,6.8,180,1775,4843,1846,1491,2886,525,500,2000,100,70,463,2
2,4,59000,2993,235,4000,500,235,6.8,7.2,192,1800,4843,1846,1491,2886,525,500,2000,100,70,463,2
2,4,61160,2993,235,4000,500,233,7,7.2,192,1810,4843,1846,1491,2886,525,500,2000,100,70,463,2
2,4,57000,2993,286,4400,580,250,6.5,6.9,182,1835,4843,1846,1491,2886,485,500,2000,100,70,463,2
2,4,60250,2993,286,4400,580,250,6.5,6.9,182,1835,4843,1846,1491,2886,485,500,2000,100,70,463,2
2,4,61850,2993,286,4400,580,250,6.5,6.9,182,1835,4843,1846,1491,2886,485,500,2000,100,70,463,2
2,4,64050,2993,286,4400,580,250,6.5,6.9,182,1835,4843,1846,1491,2886,485,500,2000,100,70,463,2
1,4,67300,2996,272,6700,320,250,6.2,7.9,188,1605,4820,1855,1374,2780,375,450,0,0,70,202,3
1,4,69500,2996,272,6700,320,250,6.4,7.7,184,1615,4820,1855,1374,2780,375,450,0,0,70,202,3
1,4,79900,4799,367,6300,490,250,5.1,11.7,279,1725,4820,1855,1374,2780,375,450,0,0,70,324,3
1,4,82200,4799,367,6300,490,250,5.2,10.5,249,1725,4820,1855,1374,2780,375,450,0,0,70,324,3
1,4,114700,4999,507,7750,520,250,4.6,14.3,342,1785,4871,1855,1377,2781,415,450,0,0,70,337,3
2,4,73500,2993,286,4400,580,250,6.3,6.9,183,1725,4820,1855,1374,2780,375,450,0,0,70,463,3
1,4,75600,2996,272,6700,320,250,6.7,8.3,198,1815,4820,1855,1374,2780,325,350,0,0,70,202,5
1,4,77900,2996,272,6700,320,250,7,8.1,192,1825,4820,1855,1374,2780,325,350,0,0,70,202,5
1,4,88200,4799,367,6300,490,250,5.5,12.6,299,1935,4820,1855,1374,2780,325,350,0,0,70,324,5
1,4,90500,4799,367,6300,490,250,5.6,10.9,258,1935,4820,1855,1374,2780,325,350,0,0,70,324,5
1,4,121700,4999,507,7750,520,250,4.8,14.7,352,2005,4871,1855,1377,2781,375,350,0,0,70,337,5
2,4,81800,2993,286,4400,580,250,6.6,7.2,190,1935,4820,1855,1374,2780,325,350,0,0,70,463,5
1,4,75500,2979,326,5800,450,250,5.9,9.9,232,1935,5072,1902,1479,3070,570,500,2100,100,82,202,1
1,4,82500,2979,326,5800,450,250,6,10,235,1970,5212,1902,1478,3210,555,500,2100,100,82,202,1
1,4,90000,4395,407,5500,600,250,5.2,11.4,266,2020,5072,1902,1479,3070,555,500,2100,100,82,297,1
1,4,94000,4395,407,5500,600,250,5.3,11.4,266,2055,5212,1902,1478,3210,555,500,2100,100,82,297,1
2,4,69500,2993,245,4000,540,245,7.2,7.2,192,1940,5072,1902,1479,3070,565,500,2100,100,80,463,1
1,4,35300,1995,150,6200,200,198,11.5,9,215,1730,4569,1853,1674,2795,470,480,1600,75,67,135,6
1,4,36700,1995,150,6200,200,198,11.5,9,215,1730,4569,1853,1674,2795,470,480,1600,75,67,135,6
1,4,39650,1995,150,6200,200,198,11.5,9,215,1730,4569,1853,1674,2795,470,480,1600,75,67,135,6
1,4,42300,2497,218,6500,250,210,8.5,9.3,224,1805,4569,1853,1674,2795,455,480,1800,75,67,168,6
1,4,44460,2497,218,6500,250,210,8.9,9.5,228,1830,4569,1853,1674,2795,470,480,1800,75,67,168,6
1,4,43400,2497,218,6500,250,210,8.5,9.3,224,1805,4569,1853,1674,2795,455,480,1800,75,67,168,6
1,4,45560,2497,218,6500,250,210,8.9,9.5,228,1830,4569,1853,1674,2795,470,480,1800,75,67,168,6
1,4,46400,2497,218,6500,250,221,8.5,9.3,224,1805,4569,1853,1674,2795,455,480,1800,75,67,168,6
1,4,48560,2497,218,6500,250,220,8.9,9.5,228,1830,4569,1853,1674,2795,470,480,1800,75,67,168,6
1,4,44900,2996,272,6650,315,210,7.2,9.5,229,1815,4569,1853,1674,2795,445,480,2000,75,67,202,6
1,4,47060,2996,272,6650,315,210,7.5,9.7,233,1840,4569,1853,1674,2795,460,480,2000,75,67,202,6
1,4,45850,2996,272,6650,315,210,7.2,9.5,229,1815,4569,1853,1674,2795,445,480,2000,75,67,202,6
1,4,48010,2996,272,6650,315,210,7.5,9.7,233,1840,4569,1853,1674,2795,460,480,2000,75,67,202,6
1,4,48700,2996,272,6650,315,232,7.2,9.5,229,1815,4569,1853,1674,2795,445,480,2000,75,67,202,6
1,4,50860,2996,272,6650,315,228,7.5,9.7,233,1840,4569,1853,1674,2795,460,480,2000,75,67,202,6
2,4,38300,1995,177,4000,350,206,8.9,6.5,172,1815,4569,1853,1674,2795,450,480,1800,75,67,308,6
2,4,40460,1995,177,4000,350,205,9.2,6.7,178,1825,4569,1853,1674,2795,440,480,2000,75,67,308,6
2,4,39700,1995,177,4000,350,206,8.9,6.5,172,1815,4569,1853,1674,2795,450,480,1800,75,67,308,6
2,4,41860,1995,177,4000,350,205,9.2,6.7,178,1825,4569,1853,1674,2795,440,480,2000,75,67,308,6
2,4,42650,1995,177,4000,350,206,8.9,6.5,172,1815,4569,1853,1674,2795,450,480,1800,75,67,308,6
