"Col1","Col2","Col3","class"
-9.11,1.13,-3.61,8
-9.11,2.25,-3.61,8
-9.11,3.38,-3.61,8
-9.11,4.5,-3.61,8
-9.11,5.63,-3.61,8
-9.11,6.75,-3.61,8
-9.11,7.88,-3.61,8
-9.11,9,-3.61,8
-9.11,10.13,-3.61,8
-9.11,11.25,-3.61,8
-9.11,12.38,-3.61,8
-9.11,13.5,-3.61,8
-9.11,14.63,-3.61,8
-9.11,15.75,-3.61,8
-9.11,16.88,-3.61,8
-9.11,18,-3.61,8
-9.11,19.13,-3.61,8
-9.11,20.25,-3.61,8
-9.11,21.38,-3.61,8
-9.11,22.5,-3.61,8
-9.11,23.63,-3.61,8
-9.11,24.75,-3.61,8
-9.11,25.88,-3.61,8
-9.11,27,-3.61,8
-9.11,28.13,-3.61,8
-9.11,29.25,-3.61,8
-8.64,0,-4.93,8
-8.64,1.13,-4.93,8
-8.64,2.25,-4.93,8
-8.64,3.38,-4.93,8
-8.64,4.5,-4.93,8
-8.64,5.63,-4.93,8
-8.64,6.75,-4.93,8
-8.64,7.88,-4.93,8
-8.64,9,-4.93,8
-8.64,10.13,-4.93,8
-8.64,11.25,-4.93,8
-8.64,12.38,-4.93,8
-8.64,13.5,-4.93,8
-8.64,14.63,-4.93,8
-8.64,15.75,-4.93,8
-8.64,16.88,-4.93,8
-8.64,18,-4.93,8
-8.64,19.13,-4.93,8
-8.64,20.25,-4.93,8
-8.64,21.38,-4.93,8
-8.64,22.5,-4.93,8
-8.64,23.63,-4.93,8
-8.64,24.75,-4.93,8
-8.64,25.88,-4.93,8
-8.64,27,-4.93,8
-8.64,28.13,-4.93,8
-8.64,29.25,-4.93,8
-7.97,0,-6.18,9
-7.97,1.13,-6.18,9
-7.97,2.25,-6.18,9
-7.97,3.38,-6.18,9
-7.97,4.5,-6.18,9
-7.97,5.63,-6.18,9
-7.97,6.75,-6.18,9
-7.97,7.88,-6.18,9
-7.97,9,-6.18,9
-7.97,10.13,-6.18,9
-7.97,11.25,-6.18,9
-7.97,12.38,-6.18,9
-7.97,13.5,-6.18,9
-7.97,14.63,-6.18,9
-7.97,15.75,-6.18,9
-7.97,16.88,-6.18,9
-7.97,18,-6.18,9
-7.97,19.13,-6.18,9
-7.97,20.25,-6.18,9
-7.97,21.38,-6.18,9
-7.97,22.5,-6.18,9
-7.97,23.63,-6.18,9
-7.97,24.75,-6.18,9
-7.97,25.88,-6.18,9
-7.97,27,-6.18,9
-7.97,28.13,-6.18,9
-7.97,29.25,-6.18,9
-7.12,0,-7.34,9
-7.12,1.13,-7.34,9
-7.12,2.25,-7.34,9
-7.12,3.38,-7.34,9
-7.12,4.5,-7.34,9
-7.12,5.63,-7.34,9
-7.12,6.75,-7.34,9
-7.12,7.88,-7.34,9
-7.12,9,-7.34,9
-7.12,10.13,-7.34,9
-7.12,11.25,-7.34,9
-7.12,12.38,-7.34,9
-7.12,13.5,-7.34,9
-7.12,14.63,-7.34,9
-7.12,15.75,-7.34,9
-7.12,16.88,-7.34,9
-7.12,18,-7.34,9
-7.12,19.13,-7.34,9
-7.12,20.25,-7.34,9
-7.12,21.38,-7.34,9
-7.12,22.5,-7.34,9
-7.12,23.63,-7.34,9
-7.12,24.75,-7.34,9
-7.12,25.88,-7.34,9
-7.12,27,-7.34,9
-7.12,28.13,-7.34,9
-7.12,29.25,-7.34,9
-6.09,0,-8.39,9
-6.09,1.13,-8.39,9
-6.09,2.25,-8.39,9
-6.09,3.38,-8.39,9
-6.09,4.5,-8.39,9
-6.09,5.63,-8.39,9
-6.09,6.75,-8.39,9
-6.09,7.88,-8.39,9
-6.09,9,-8.39,9
-6.09,10.13,-8.39,9
-6.09,11.25,-8.39,9
-6.09,12.38,-8.39,9
-6.09,13.5,-8.39,9
-6.09,14.63,-8.39,9
-6.09,15.75,-8.39,9
-6.09,16.88,-8.39,9
-6.09,18,-8.39,9
-6.09,19.13,-8.39,9
-6.09,20.25,-8.39,9
-6.09,21.38,-8.39,9
-6.09,22.5,-8.39,9
-6.09,23.63,-8.39,9
-6.09,24.75,-8.39,9
-6.09,25.88,-8.39,9
-6.09,27,-8.39,9
-6.09,28.13,-8.39,9
-6.09,29.25,-8.39,9
-4.92,0,-9.29,9
-4.92,1.13,-9.29,9
-4.92,2.25,-9.29,9
-4.92,3.38,-9.29,9
-4.92,4.5,-9.29,9
-4.92,5.63,-9.29,9
-4.92,6.75,-9.29,9
-4.92,7.88,-9.29,9
-4.92,9,-9.29,9
-4.92,10.13,-9.29,9
-4.92,11.25,-9.29,9
-4.92,12.38,-9.29,9
-4.92,13.5,-9.29,9
-4.92,14.63,-9.29,9
-4.92,15.75,-9.29,9
-4.92,16.88,-9.29,9
-4.92,18,-9.29,9
-4.92,19.13,-9.29,9
-4.92,20.25,-9.29,9
-4.92,21.38,-9.29,9
-4.92,22.5,-9.29,9
-4.92,23.63,-9.29,9
-4.92,24.75,-9.29,9
-4.92,25.88,-9.29,9
-4.92,27,-9.29,9
-4.92,28.13,-9.29,9
-4.92,29.25,-9.29,9
-3.61,0,-10.02,10
-3.61,1.13,-10.02,10
-3.61,2.25,-10.02,10
-3.61,3.38,-10.02,10
-3.61,4.5,-10.02,10
-3.61,5.63,-10.02,10
-3.61,6.75,-10.02,10
-3.61,7.88,-10.02,10
-3.61,9,-10.02,10
-3.61,10.13,-10.02,10
-3.61,11.25,-10.02,10
-3.61,12.38,-10.02,10
-3.61,13.5,-10.02,10
-3.61,14.63,-10.02,10
-3.61,15.75,-10.02,10
-3.61,16.88,-10.02,10
-3.61,18,-10.02,10
-3.61,19.13,-10.02,10
-3.61,20.25,-10.02,10
-3.61,21.38,-10.02,10
-3.61,22.5,-10.02,10
-3.61,23.63,-10.02,10
-3.61,24.75,-10.02,10
-3.61,25.88,-10.02,10
-3.61,27,-10.02,10
-3.61,28.13,-10.02,10
-3.61,29.25,-10.02,10
-2.19,0,-10.57,10
-2.19,1.13,-10.57,10
-2.19,2.25,-10.57,10
-2.19,3.38,-10.57,10
-2.19,4.5,-10.57,10
-2.19,5.63,-10.57,10
-2.19,6.75,-10.57,10
-2.19,7.88,-10.57,10
-2.19,9,-10.57,10
-2.19,10.13,-10.57,10
-2.19,11.25,-10.57,10
-2.19,12.38,-10.57,10
-2.19,13.5,-10.57,10
-2.19,14.63,-10.57,10
-2.19,15.75,-10.57,10
-2.19,16.88,-10.57,10
-2.19,18,-10.57,10
-2.19,19.13,-10.57,10
-2.19,20.25,-10.57,10
-2.19,21.38,-10.57,10
-2.19,22.5,-10.57,10
-2.19,23.63,-10.57,10
-2.19,24.75,-10.57,10
-2.19,25.88,-10.57,10
-2.19,27,-10.57,10
-2.19,28.13,-10.57,10
-2.19,29.25,-10.57,10
-0.69,0,-10.91,10
-0.69,1.13,-10.91,10
-0.69,2.25,-10.91,10
-0.69,3.38,-10.91,10
-0.69,4.5,-10.91,10
-0.69,5.63,-10.91,10
-0.69,6.75,-10.91,10
-0.69,7.88,-10.91,10
-0.69,9,-10.91,10
-0.69,10.13,-10.91,10
-0.69,11.25,-10.91,10
-0.69,12.38,-10.91,10
-0.69,13.5,-10.91,10
-0.69,14.63,-10.91,10
-0.69,15.75,-10.91,10
-0.69,16.88,-10.91,10
-0.69,18,-10.91,10
-0.69,19.13,-10.91,10
-0.69,20.25,-10.91,10
-0.69,21.38,-10.91,10
-0.69,22.5,-10.91,10
-0.69,23.63,-10.91,10
-0.69,24.75,-10.91,10
-0.69,25.88,-10.91,10
-0.69,27,-10.91,10
-0.69,28.13,-10.91,10
-0.69,29.25,-10.91,10
0.87,0,-11.04,10
0.87,1.13,-11.04,10
0.87,2.25,-11.04,10
0.87,3.38,-11.04,10
0.87,4.5,-11.04,10
0.87,5.63,-11.04,10
0.87,6.75,-11.04,10
0.87,7.88,-11.04,10
0.87,9,-11.04,10
0.87,10.13,-11.04,10
0.87,11.25,-11.04,10
0.87,12.38,-11.04,10
0.87,13.5,-11.04,10
0.87,14.63,-11.04,10
0.87,15.75,-11.04,10
0.87,16.88,-11.04,10
0.87,18,-11.04,10
0.87,19.13,-11.04,10
0.87,20.25,-11.04,10
0.87,21.38,-11.04,10
0.87,22.5,-11.04,10
0.87,23.63,-11.04,10
0.87,24.75,-11.04,10
0.87,25.88,-11.04,10
0.87,27,-11.04,10
0.87,28.13,-11.04,10
0.87,29.25,-11.04,10
2.45,0,-10.95,11
2.45,1.13,-10.95,11
2.45,2.25,-10.95,11
2.45,3.38,-10.95,11
2.45,4.5,-10.95,11
2.45,5.63,-10.95,11
2.45,6.75,-10.95,11
2.45,7.88,-10.95,11
2.45,9,-10.95,11
2.45,10.13,-10.95,11
2.45,11.25,-10.95,11
2.45,12.38,-10.95,11
2.45,13.5,-10.95,11
2.45,14.63,-10.95,11
2.45,15.75,-10.95,11
2.45,16.88,-10.95,11
2.45,18,-10.95,11
2.45,19.13,-10.95,11
2.45,20.25,-10.95,11
2.45,21.38,-10.95,11
2.45,22.5,-10.95,11
2.45,23.63,-10.95,11
2.45,24.75,-10.95,11
2.45,25.88,-10.95,11
2.45,27,-10.95,11
2.45,28.13,-10.95,11
2.45,29.25,-10.95,11
4.01,0,-10.62,11
4.01,1.13,-10.62,11
4.01,2.25,-10.62,11
4.01,3.38,-10.62,11
4.01,4.5,-10.62,11
4.01,5.63,-10.62,11
4.01,6.75,-10.62,11
4.01,7.88,-10.62,11
4.01,9,-10.62,11
4.01,10.13,-10.62,11
4.01,11.25,-10.62,11
4.01,12.38,-10.62,11
4.01,13.5,-10.62,11
4.01,14.63,-10.62,11
4.01,15.75,-10.62,11
4.01,16.88,-10.62,11
4.01,18,-10.62,11
4.01,19.13,-10.62,11
4.01,20.25,-10.62,11
4.01,21.38,-10.62,11
4.01,22.5,-10.62,11
4.01,23.63,-10.62,11
4.01,24.75,-10.62,11
4.01,25.88,-10.62,11
4.01,27,-10.62,11
4.01,28.13,-10.62,11
4.01,29.25,-10.62,11
5.54,0,-10.08,11
5.54,1.13,-10.08,11
5.54,2.25,-10.08,11
5.54,3.38,-10.08,11
5.54,4.5,-10.08,11
5.54,5.63,-10.08,11
5.54,6.75,-10.08,11
5.54,7.88,-10.08,11
5.54,9,-10.08,11
5.54,10.13,-10.08,11
5.54,11.25,-10.08,11
5.54,12.38,-10.08,11
5.54,13.5,-10.08,11
5.54,14.63,-10.08,11
5.54,15.75,-10.08,11
5.54,16.88,-10.08,11
5.54,18,-10.08,11
5.54,19.13,-10.08,11
5.54,20.25,-10.08,11
5.54,21.38,-10.08,11
5.54,22.5,-10.08,11
5.54,23.63,-10.08,11
5.54,24.75,-10.08,11
5.54,25.88,-10.08,11
5.54,27,-10.08,11
5.54,28.13,-10.08,11
5.54,29.25,-10.08,11
6.99,0,-9.31,11
6.99,1.13,-9.31,11
6.99,2.25,-9.31,11
6.99,3.38,-9.31,11
6.99,4.5,-9.31,11
6.99,5.63,-9.31,11
6.99,6.75,-9.31,11
6.99,7.88,-9.31,11
6.99,9,-9.31,11
6.99,10.13,-9.31,11
6.99,11.25,-9.31,11
6.99,12.38,-9.31,11
6.99,13.5,-9.31,11
6.99,14.63,-9.31,11
6.99,15.75,-9.31,11
6.99,16.88,-9.31,11
6.99,18,-9.31,11
6.99,19.13,-9.31,11
6.99,20.25,-9.31,11
6.99,21.38,-9.31,11
6.99,22.5,-9.31,11
6.99,23.63,-9.31,11
6.99,24.75,-9.31,11
6.99,25.88,-9.31,11
6.99,27,-9.31,11
6.99,28.13,-9.31,11
6.99,29.25,-9.31,11
8.33,0,-8.33,12
8.33,1.13,-8.33,12
8.33,2.25,-8.33,12
8.33,3.38,-8.33,12
8.33,4.5,-8.33,12
8.33,5.63,-8.33,12
8.33,6.75,-8.33,12
8.33,7.88,-8.33,12
8.33,9,-8.33,12
8.33,10.13,-8.33,12
8.33,11.25,-8.33,12
8.33,12.38,-8.33,12
8.33,13.5,-8.33,12
8.33,14.63,-8.33,12
8.33,15.75,-8.33,12
8.33,16.88,-8.33,12
8.33,18,-8.33,12
8.33,19.13,-8.33,12
8.33,20.25,-8.33,12
8.33,21.38,-8.33,12
8.33,22.5,-8.33,12
8.33,23.63,-8.33,12
8.33,24.75,-8.33,12
8.33,25.88,-8.33,12
8.33,27,-8.33,12
8.33,28.13,-8.33,12
8.33,29.25,-8.33,12
9.53,0,-7.16,12
9.53,1.13,-7.16,12
9.53,2.25,-7.16,12
9.53,3.38,-7.16,12
9.53,4.5,-7.16,12
9.53,5.63,-7.16,12
9.53,6.75,-7.16,12
9.53,7.88,-7.16,12
9.53,9,-7.16,12
9.53,10.13,-7.16,12
9.53,11.25,-7.16,12
9.53,12.38,-7.16,12
9.53,13.5,-7.16,12
9.53,14.63,-7.16,12
9.53,15.75,-7.16,12
9.53,16.88,-7.16,12
9.53,18,-7.16,12
9.53,19.13,-7.16,12
9.53,20.25,-7.16,12
9.53,21.38,-7.16,12
9.53,22.5,-7.16,12
9.53,23.63,-7.16,12
9.53,24.75,-7.16,12
9.53,25.88,-7.16,12
9.53,27,-7.16,12
9.53,28.13,-7.16,12
9.53,29.25,-7.16,12
10.57,0,-5.81,12
10.57,1.13,-5.81,12
10.57,2.25,-5.81,12
10.57,3.38,-5.81,12
10.57,4.5,-5.81,12
10.57,5.63,-5.81,12
10.57,6.75,-5.81,12
10.57,7.88,-5.81,12
10.57,9,-5.81,12
10.57,10.13,-5.81,12
10.57,11.25,-5.81,12
10.57,12.38,-5.81,12
10.57,13.5,-5.81,12
10.57,14.63,-5.81,12
10.57,15.75,-5.81,12
10.57,16.88,-5.81,12
10.57,18,-5.81,12
10.57,19.13,-5.81,12
10.57,20.25,-5.81,12
10.57,21.38,-5.81,12
10.57,22.5,-5.81,12
10.57,23.63,-5.81,12
10.57,24.75,-5.81,12
10.57,25.88,-5.81,12
10.57,27,-5.81,12
10.57,28.13,-5.81,12
10.57,29.25,-5.81,12
11.42,0,-4.31,12
11.42,1.13,-4.31,12
11.42,2.25,-4.31,12
11.42,3.38,-4.31,12
11.42,4.5,-4.31,12
11.42,5.63,-4.31,12
11.42,6.75,-4.31,12
11.42,7.88,-4.31,12
11.42,9,-4.31,12
11.42,10.13,-4.31,12
11.42,11.25,-4.31,12
11.42,12.38,-4.31,12
11.42,13.5,-4.31,12
11.42,14.63,-4.31,12
11.42,15.75,-4.31,12
11.42,16.88,-4.31,12
11.42,18,-4.31,12
11.42,19.13,-4.31,12
11.42,20.25,-4.31,12
11.42,21.38,-4.31,12
11.42,22.5,-4.31,12
11.42,23.63,-4.31,12
11.42,24.75,-4.31,12
11.42,25.88,-4.31,12
11.42,27,-4.31,12
11.42,28.13,-4.31,12
11.42,29.25,-4.31,12
12.05,0,-2.69,12
12.05,1.13,-2.69,12
12.05,2.25,-2.69,12
12.05,3.38,-2.69,12
12.05,4.5,-2.69,12
12.05,5.63,-2.69,12
12.05,6.75,-2.69,12
12.05,7.88,-2.69,12
12.05,9,-2.69,12
12.05,10.13,-2.69,12
12.05,11.25,-2.69,12
12.05,12.38,-2.69,12
12.05,13.5,-2.69,12
12.05,14.63,-2.69,12
12.05,15.75,-2.69,12
12.05,16.88,-2.69,12
12.05,18,-2.69,12
12.05,19.13,-2.69,12
12.05,20.25,-2.69,12
12.05,21.38,-2.69,12
12.05,22.5,-2.69,12
12.05,23.63,-2.69,12
12.05,24.75,-2.69,12
12.05,25.88,-2.69,12
12.05,27,-2.69,12
12.05,28.13,-2.69,12
12.05,29.25,-2.69,12
12.45,0,-0.98,13
12.45,1.13,-0.98,13
12.45,2.25,-0.98,13
12.45,3.38,-0.98,13
12.45,4.5,-0.98,13
12.45,5.63,-0.98,13
12.45,6.75,-0.98,13
12.45,7.88,-0.98,13
12.45,9,-0.98,13
12.45,10.13,-0.98,13
12.45,11.25,-0.98,13
12.45,12.38,-0.98,13
12.45,13.5,-0.98,13
12.45,14.63,-0.98,13
12.45,15.75,-0.98,13
12.45,16.88,-0.98,13
12.45,18,-0.98,13
12.45,19.13,-0.98,13
12.45,20.25,-0.98,13
12.45,21.38,-0.98,13
12.45,22.5,-0.98,13
12.45,23.63,-0.98,13
12.45,24.75,-0.98,13
12.45,25.88,-0.98,13
12.45,27,-0.98,13
12.45,28.13,-0.98,13
12.45,29.25,-0.98,13
12.6,0,0.79,13
12.6,1.13,0.79,13
12.6,2.25,0.79,13
12.6,3.38,0.79,13
12.6,4.5,0.79,13
12.6,5.63,0.79,13
12.6,6.75,0.79,13
12.6,7.88,0.79,13
12.6,9,0.79,13
12.6,10.13,0.79,13
12.6,11.25,0.79,13
12.6,12.38,0.79,13
12.6,13.5,0.79,13
12.6,14.63,0.79,13
12.6,15.75,0.79,13
12.6,16.88,0.79,13
12.6,18,0.79,13
12.6,19.13,0.79,13
12.6,20.25,0.79,13
12.6,21.38,0.79,13
12.6,22.5,0.79,13
12.6,23.63,0.79,13
12.6,24.75,0.79,13
12.6,25.88,0.79,13
12.6,27,0.79,13
12.6,28.13,0.79,13
12.6,29.25,0.79,13
12.51,0,2.59,13
12.51,1.13,2.59,13
12.51,2.25,2.59,13
12.51,3.38,2.59,13
12.51,4.5,2.59,13
12.51,5.63,2.59,13
12.51,6.75,2.59,13
12.51,7.88,2.59,13
12.51,9,2.59,13
12.51,10.13,2.59,13
12.51,11.25,2.59,13
12.51,12.38,2.59,13
12.51,13.5,2.59,13
12.51,14.63,2.59,13
12.51,15.75,2.59,13
12.51,16.88,2.59,13
12.51,18,2.59,13
12.51,19.13,2.59,13
12.51,20.25,2.59,13
12.51,21.38,2.59,13
12.51,22.5,2.59,13
12.51,23.63,2.59,13
12.51,24.75,2.59,13
12.51,25.88,2.59,13
12.51,27,2.59,13
12.51,28.13,2.59,13
12.51,29.25,2.59,13
12.15,0,4.37,13
12.15,1.13,4.37,13
12.15,2.25,4.37,13
12.15,3.38,4.37,13
12.15,4.5,4.37,13
12.15,5.63,4.37,13
12.15,6.75,4.37,13
12.15,7.88,4.37,13
12.15,9,4.37,13
12.15,10.13,4.37,13
12.15,11.25,4.37,13
12.15,12.38,4.37,13
12.15,13.5,4.37,13
12.15,14.63,4.37,13
12.15,15.75,4.37,13
12.15,16.88,4.37,13
12.15,18,4.37,13
12.15,19.13,4.37,13
12.15,20.25,4.37,13
12.15,21.38,4.37,13
12.15,22.5,4.37,13
12.15,23.63,4.37,13
12.15,24.75,4.37,13
12.15,25.88,4.37,13
12.15,27,4.37,13
12.15,28.13,4.37,13
12.15,29.25,4.37,13
11.54,0,6.11,14
11.54,1.13,6.11,14
11.54,2.25,6.11,14
11.54,3.38,6.11,14
11.54,4.5,6.11,14
11.54,5.63,6.11,14
11.54,6.75,6.11,14
11.54,7.88,6.11,14
11.54,9,6.11,14
11.54,10.13,6.11,14
11.54,11.25,6.11,14
11.54,12.38,6.11,14
11.54,13.5,6.11,14
11.54,14.63,6.11,14
11.54,15.75,6.11,14
11.54,16.88,6.11,14
11.54,18,6.11,14
11.54,19.13,6.11,14
11.54,20.25,6.11,14
11.54,21.38,6.11,14
11.54,22.5,6.11,14
11.54,23.63,6.11,14
11.54,24.75,6.11,14
11.54,25.88,6.11,14
11.54,27,6.11,14
11.54,28.13,6.11,14
11.54,29.25,6.11,14
10.67,0,7.76,14
10.67,1.13,7.76,14
10.67,2.25,7.76,14
10.67,3.38,7.76,14
10.67,4.5,7.76,14
10.67,5.63,7.76,14
10.67,6.75,7.76,14
10.67,7.88,7.76,14
10.67,9,7.76,14
10.67,10.13,7.76,14
10.67,11.25,7.76,14
10.67,12.38,7.76,14
10.67,13.5,7.76,14
10.67,14.63,7.76,14
10.67,15.75,7.76,14
10.67,16.88,7.76,14
10.67,18,7.76,14
10.67,19.13,7.76,14
10.67,20.25,7.76,14
10.67,21.38,7.76,14
10.67,22.5,7.76,14
10.67,23.63,7.76,14
10.67,24.75,7.76,14
10.67,25.88,7.76,14
10.67,27,7.76,14
10.67,28.13,7.76,14
10.67,29.25,7.76,14
9.58,0,9.28,14
9.58,1.13,9.28,14
9.58,2.25,9.28,14
9.58,3.38,9.28,14
9.58,4.5,9.28,14
9.58,5.63,9.28,14
9.58,6.75,9.28,14
9.58,7.88,9.28,14
9.58,9,9.28,14
9.58,10.13,9.28,14
9.58,11.25,9.28,14
9.58,12.38,9.28,14
9.58,13.5,9.28,14
9.58,14.63,9.28,14
9.58,15.75,9.28,14
9.58,16.88,9.28,14
9.58,18,9.28,14
9.58,19.13,9.28,14
9.58,20.25,9.28,14
9.58,21.38,9.28,14
9.58,22.5,9.28,14
9.58,23.63,9.28,14
9.58,24.75,9.28,14
9.58,25.88,9.28,14
9.58,27,9.28,14
9.58,28.13,9.28,14
9.58,29.25,9.28,14
8.26,0,10.65,14
8.26,1.13,10.65,14
8.26,2.25,10.65,14
8.26,3.38,10.65,14
8.26,4.5,10.65,14
8.26,5.63,10.65,14
8.26,6.75,10.65,14
8.26,7.88,10.65,14
8.26,9,10.65,14
8.26,10.13,10.65,14
8.26,11.25,10.65,14
8.26,12.38,10.65,14
8.26,13.5,10.65,14
8.26,14.63,10.65,14
8.26,15.75,10.65,14
8.26,16.88,10.65,14
8.26,18,10.65,14
8.26,19.13,10.65,14
8.26,20.25,10.65,14
8.26,21.38,10.65,14
8.26,22.5,10.65,14
8.26,23.63,10.65,14
8.26,24.75,10.65,14
8.26,25.88,10.65,14
8.26,27,10.65,14
8.26,28.13,10.65,14
8.26,29.25,10.65,14
6.75,0,11.83,15
6.75,1.13,11.83,15
6.75,2.25,11.83,15
6.75,3.38,11.83,15
6.75,4.5,11.83,15
6.75,5.63,11.83,15
6.75,6.75,11.83,15
6.75,7.88,11.83,15
6.75,9,11.83,15
6.75,10.13,11.83,15
6.75,11.25,11.83,15
6.75,12.38,11.83,15
6.75,13.5,11.83,15
6.75,14.63,11.83,15
6.75,15.75,11.83,15
6.75,16.88,11.83,15
6.75,18,11.83,15
6.75,19.13,11.83,15
6.75,20.25,11.83,15
6.75,21.38,11.83,15
6.75,22.5,11.83,15
6.75,23.63,11.83,15
6.75,24.75,11.83,15
6.75,25.88,11.83,15
6.75,27,11.83,15
6.75,28.13,11.83,15
6.75,29.25,11.83,15
5.07,0,12.79,15
5.07,1.13,12.79,15
5.07,2.25,12.79,15
5.07,3.38,12.79,15
5.07,4.5,12.79,15
5.07,5.63,12.79,15
5.07,6.75,12.79,15
5.07,7.88,12.79,15
5.07,9,12.79,15
5.07,10.13,12.79,15
5.07,11.25,12.79,15
5.07,12.38,12.79,15
5.07,13.5,12.79,15
5.07,14.63,12.79,15
5.07,15.75,12.79,15
5.07,16.88,12.79,15
5.07,18,12.79,15
5.07,19.13,12.79,15
5.07,20.25,12.79,15
5.07,21.38,12.79,15
5.07,22.5,12.79,15
5.07,23.63,12.79,15
5.07,24.75,12.79,15
5.07,25.88,12.79,15
5.07,27,12.79,15
5.07,28.13,12.79,15
5.07,29.25,12.79,15
3.25,0,13.52,15
3.25,1.13,13.52,15
3.25,2.25,13.52,15
3.25,3.38,13.52,15
3.25,4.5,13.52,15
3.25,5.63,13.52,15
3.25,6.75,13.52,15
3.25,7.88,13.52,15
3.25,9,13.52,15
3.25,10.13,13.52,15
3.25,11.25,13.52,15
3.25,12.38,13.52,15
3.25,13.5,13.52,15
3.25,14.63,13.52,15
3.25,15.75,13.52,15
3.25,16.88,13.52,15
3.25,18,13.52,15
3.25,19.13,13.52,15
3.25,20.25,13.52,15
3.25,21.38,13.52,15
3.25,22.5,13.52,15
3.25,23.63,13.52,15
3.25,24.75,13.52,15
3.25,25.88,13.52,15
3.25,27,13.52,15
3.25,28.13,13.52,15
3.25,29.25,13.52,15
1.32,0,13.98,15
1.32,1.13,13.98,15
1.32,2.25,13.98,15
1.32,3.38,13.98,15
1.32,4.5,13.98,15
1.32,5.63,13.98,15
1.32,6.75,13.98,15
1.32,7.88,13.98,15
1.32,9,13.98,15
1.32,10.13,13.98,15
1.32,11.25,13.98,15
1.32,12.38,13.98,15
1.32,13.5,13.98,15
1.32,14.63,13.98,15
1.32,15.75,13.98,15
1.32,16.88,13.98,15
1.32,18,13.98,15
1.32,19.13,13.98,15
1.32,20.25,13.98,15
1.32,21.38,13.98,15
1.32,22.5,13.98,15
1.32,23.63,13.98,15
1.32,24.75,13.98,15
1.32,25.88,13.98,15
1.32,27,13.98,15
1.32,28.13,13.98,15
1.32,29.25,13.98,15
