d1,d2,d3,d4,d5,d6,d7,d8,d9,d19,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,d21,d22,class
1,3,60760,2996,272,6700,320,244,7.1,8.4,201,1810,4843,1846,1491,2886,525,500,2000,100,70,202,4
1,3,66600,4799,367,6300,490,250,5.3,11.2,267,1835,4843,1846,1491,2886,485,500,2000,100,70,324,4
1,3,68760,4799,367,6300,490,250,5.4,10.7,254,1835,4843,1846,1491,2886,485,500,2000,100,70,324,4
1,3,68800,4799,367,6300,490,250,5.3,11.2,267,1835,4843,1846,1491,2886,485,500,2000,100,70,324,4
1,3,70960,4799,367,6300,490,250,5.4,10.7,254,1835,4843,1846,1491,2886,485,500,2000,100,70,324,4
1,3,69650,4799,367,6300,490,250,5.3,11.2,267,1835,4843,1846,1491,2886,485,500,2000,100,70,324,4
1,3,71810,4799,367,6300,490,250,5.4,10.7,254,1835,4843,1846,1491,2886,485,500,2000,100,70,324,4
1,3,72400,4799,367,6300,490,250,5.3,11.2,267,1835,4843,1846,1491,2886,485,500,2000,100,70,324,4
1,3,74560,4799,367,6300,490,250,5.4,10.7,254,1835,4843,1846,1491,2886,485,500,2000,100,70,324,4
1,3,96000,4999,507,7750,520,250,4.8,15,361,1955,4854,1846,1515,2885,460,500,1800,100,70,337,4
2,3,40700,1995,177,4000,350,224,8.5,5.3,140,1675,4843,1846,1491,2886,525,500,1800,100,70,308,4
2,3,42860,1995,177,4000,350,224,8.6,5.8,154,1695,4843,1846,1491,2886,525,500,1800,100,70,308,4
2,3,45300,1995,177,4000,350,224,8.5,5.3,140,1675,4843,1846,1491,2886,525,500,1800,100,70,308,4
2,3,47460,1995,177,4000,350,224,8.6,5.8,154,1695,4843,1846,1491,2886,525,500,1800,100,70,308,4
2,3,47750,1995,177,4000,350,224,8.5,5.3,140,1675,4843,1846,1491,2886,525,500,1800,100,70,308,4
2,3,49910,1995,177,4000,350,224,8.6,5.8,154,1695,4843,1846,1491,2886,525,500,1800,100,70,308,4
2,3,48650,1995,177,4000,350,224,8.5,5.3,140,1675,4843,1846,1491,2886,525,500,1800,100,70,308,4
2,3,50810,1995,177,4000,350,224,8.6,5.8,154,1695,4843,1846,1491,2886,525,500,1800,100,70,308,4
2,3,44900,2993,197,3750,400,232,7.8,6.4,171,1735,4843,1846,1491,2886,525,500,2000,100,70,463,4
2,3,47060,2993,197,3750,400,232,7.9,6.6,176,1765,4843,1846,1491,2886,525,500,2000,100,70,463,4
2,3,47500,2993,197,3750,400,228,8.1,6.9,184,1845,4843,1846,1491,2886,505,500,2000,100,70,463,4
2,3,49660,2993,197,3750,400,228,8.3,7,187,1855,4843,1846,1491,2886,505,500,2000,100,70,463,4
2,3,49500,2993,197,3750,400,232,7.8,6.4,171,1735,4843,1846,1491,2886,525,500,2000,100,70,463,4
2,3,51660,2993,197,3750,400,232,7.9,6.6,176,1765,4843,1846,1491,2886,525,500,2000,100,70,463,4
2,3,51700,2993,197,3750,400,228,8.1,6.9,184,1845,4843,1846,1491,2886,505,500,2000,100,70,463,4
2,3,53860,2993,197,3750,400,228,8.3,7,187,1855,4843,1846,1491,2886,505,500,2000,100,70,463,4
2,3,51950,2993,197,3750,400,232,7.8,6.4,171,1735,4843,1846,1491,2886,525,500,2000,100,70,463,4
2,3,54110,2993,197,3750,400,232,7.9,6.6,176,1765,4843,1846,1491,2886,525,500,2000,100,70,463,4
2,3,54150,2993,197,3750,400,228,8.1,6.9,184,1845,4843,1846,1491,2886,505,500,2000,100,70,463,4
2,3,56310,2993,197,3750,400,228,8.3,7,187,1855,4843,1846,1491,2886,505,500,2000,100,70,463,4
2,3,52850,2993,197,3750,400,232,7.8,6.4,171,1735,4843,1846,1491,2886,525,500,2000,100,70,463,4
2,3,55010,2993,197,3750,400,232,7.9,6.6,176,1765,4843,1846,1491,2886,525,500,2000,100,70,463,4
2,3,55100,2993,197,3750,400,228,8.1,6.9,184,1845,4843,1846,1491,2886,505,500,2000,100,70,463,4
2,3,57260,2993,197,3750,400,228,8.3,7,187,1855,4843,1846,1491,2886,505,500,2000,100,70,463,4
2,3,48800,2993,235,4000,500,245,6.9,6.6,176,1735,4843,1846,1491,2886,525,500,2000,100,70,463,4
2,3,50960,2993,235,4000,500,243,7,6.8,180,1775,4843,1846,1491,2886,525,500,2000,100,70,463,4
2,3,51400,2993,235,4000,500,235,6.8,7.2,192,1800,4843,1846,1491,2886,525,500,2000,100,70,463,4
2,3,53560,2993,235,4000,500,233,7,7.2,192,1810,4843,1846,1491,2886,525,500,2000,100,70,463,4
2,3,53000,2993,235,4000,500,245,6.9,6.6,176,1735,4843,1846,1491,2886,525,500,2000,100,70,463,4
2,3,55160,2993,235,4000,500,243,7,6.8,180,1775,4843,1846,1491,2886,525,500,2000,100,70,463,4
2,3,55600,2993,235,4000,500,235,6.8,7.2,192,1800,4843,1846,1491,2886,525,500,2000,100,70,463,4
2,3,57760,2993,235,4000,500,233,7,7.2,192,1810,4843,1846,1491,2886,525,500,2000,100,70,463,4
2,3,55450,2993,235,4000,500,245,6.9,6.6,176,1735,4843,1846,1491,2886,525,500,2000,100,70,463,4
2,3,56500,2993,235,4000,500,245,6.9,6.6,176,1735,4843,1846,1491,2886,525,500,2000,100,70,463,4
2,3,57610,2993,235,4000,500,243,7,6.8,180,1775,4843,1846,1491,2886,525,500,2000,100,70,463,4
2,3,58050,2993,235,4000,500,235,6.8,7.2,192,1800,4843,1846,1491,2886,525,500,2000,100,70,463,4
2,3,60210,2993,235,4000,500,233,7,7.2,192,1810,4843,1846,1491,2886,525,500,2000,100,70,463,4
2,3,58660,2993,235,4000,500,243,7,6.8,180,1775,4843,1846,1491,2886,525,500,2000,100,70,463,4
2,3,59000,2993,235,4000,500,235,6.8,7.2,192,1800,4843,1846,1491,2886,525,500,2000,100,70,463,4
2,3,61160,2993,235,4000,500,233,7,7.2,192,1810,4843,1846,1491,2886,525,500,2000,100,70,463,4
2,3,57000,2993,286,4400,580,250,6.5,6.9,182,1835,4843,1846,1491,2886,485,500,2000,100,70,463,4
2,3,60250,2993,286,4400,580,250,6.5,6.9,182,1835,4843,1846,1491,2886,485,500,2000,100,70,463,4
2,3,61850,2993,286,4400,580,250,6.5,6.9,182,1835,4843,1846,1491,2886,485,500,2000,100,70,463,4
2,3,64050,2993,286,4400,580,250,6.5,6.9,182,1835,4843,1846,1491,2886,485,500,2000,100,70,463,4
1,4,67300,2996,272,6700,320,250,6.2,7.9,188,1605,4820,1855,1374,2780,375,450,0,0,70,202,4
1,4,69500,2996,272,6700,320,250,6.4,7.7,184,1615,4820,1855,1374,2780,375,450,0,0,70,202,4
1,4,79900,4799,367,6300,490,250,5.1,11.7,279,1725,4820,1855,1374,2780,375,450,0,0,70,324,4
1,4,82200,4799,367,6300,490,250,5.2,10.5,249,1725,4820,1855,1374,2780,375,450,0,0,70,324,4
1,4,114700,4999,507,7750,520,250,4.6,14.3,342,1785,4871,1855,1377,2781,415,450,0,0,70,337,4
2,4,73500,2993,286,4400,580,250,6.3,6.9,183,1725,4820,1855,1374,2780,375,450,0,0,70,463,4
1,6,75600,2996,272,6700,320,250,6.7,8.3,198,1815,4820,1855,1374,2780,325,350,0,0,70,202,4
1,6,77900,2996,272,6700,320,250,7,8.1,192,1825,4820,1855,1374,2780,325,350,0,0,70,202,4
1,6,88200,4799,367,6300,490,250,5.5,12.6,299,1935,4820,1855,1374,2780,325,350,0,0,70,324,4
1,6,90500,4799,367,6300,490,250,5.6,10.9,258,1935,4820,1855,1374,2780,325,350,0,0,70,324,4
1,6,121700,4999,507,7750,520,250,4.8,14.7,352,2005,4871,1855,1377,2781,375,350,0,0,70,337,4
2,6,81800,2993,286,4400,580,250,6.6,7.2,190,1935,4820,1855,1374,2780,325,350,0,0,70,463,4
1,2,75500,2979,326,5800,450,250,5.9,9.9,232,1935,5072,1902,1479,3070,570,500,2100,100,82,202,4
1,2,82500,2979,326,5800,450,250,6,10,235,1970,5212,1902,1478,3210,555,500,2100,100,82,202,4
1,2,90000,4395,407,5500,600,250,5.2,11.4,266,2020,5072,1902,1479,3070,555,500,2100,100,82,297,4
1,2,94000,4395,407,5500,600,250,5.3,11.4,266,2055,5212,1902,1478,3210,555,500,2100,100,82,297,4
2,2,69500,2993,245,4000,540,245,7.2,7.2,192,1940,5072,1902,1479,3070,565,500,2100,100,80,463,4
1,8,35300,1995,150,6200,200,198,11.5,9,215,1730,4569,1853,1674,2795,470,480,1600,75,67,135,4
1,8,36700,1995,150,6200,200,198,11.5,9,215,1730,4569,1853,1674,2795,470,480,1600,75,67,135,4
1,8,39650,1995,150,6200,200,198,11.5,9,215,1730,4569,1853,1674,2795,470,480,1600,75,67,135,4
1,8,42300,2497,218,6500,250,210,8.5,9.3,224,1805,4569,1853,1674,2795,455,480,1800,75,67,168,4
1,8,44460,2497,218,6500,250,210,8.9,9.5,228,1830,4569,1853,1674,2795,470,480,1800,75,67,168,4
1,8,43400,2497,218,6500,250,210,8.5,9.3,224,1805,4569,1853,1674,2795,455,480,1800,75,67,168,4
1,8,45560,2497,218,6500,250,210,8.9,9.5,228,1830,4569,1853,1674,2795,470,480,1800,75,67,168,4
1,8,46400,2497,218,6500,250,221,8.5,9.3,224,1805,4569,1853,1674,2795,455,480,1800,75,67,168,4
1,8,48560,2497,218,6500,250,220,8.9,9.5,228,1830,4569,1853,1674,2795,470,480,1800,75,67,168,4
1,8,44900,2996,272,6650,315,210,7.2,9.5,229,1815,4569,1853,1674,2795,445,480,2000,75,67,202,4
1,8,47060,2996,272,6650,315,210,7.5,9.7,233,1840,4569,1853,1674,2795,460,480,2000,75,67,202,4
1,8,45850,2996,272,6650,315,210,7.2,9.5,229,1815,4569,1853,1674,2795,445,480,2000,75,67,202,4
1,8,48010,2996,272,6650,315,210,7.5,9.7,233,1840,4569,1853,1674,2795,460,480,2000,75,67,202,4
1,8,48700,2996,272,6650,315,232,7.2,9.5,229,1815,4569,1853,1674,2795,445,480,2000,75,67,202,4
1,8,50860,2996,272,6650,315,228,7.5,9.7,233,1840,4569,1853,1674,2795,460,480,2000,75,67,202,4
2,8,38300,1995,177,4000,350,206,8.9,6.5,172,1815,4569,1853,1674,2795,450,480,1800,75,67,308,4
2,8,40460,1995,177,4000,350,205,9.2,6.7,178,1825,4569,1853,1674,2795,440,480,2000,75,67,308,4
2,8,39700,1995,177,4000,350,206,8.9,6.5,172,1815,4569,1853,1674,2795,450,480,1800,75,67,308,4
2,8,41860,1995,177,4000,350,205,9.2,6.7,178,1825,4569,1853,1674,2795,440,480,2000,75,67,308,4
2,8,42650,1995,177,4000,350,206,8.9,6.5,172,1815,4569,1853,1674,2795,450,480,1800,75,67,308,4
2,8,44810,1995,177,4000,350,205,9.2,6.7,178,1825,4569,1853,1674,2795,440,480,2000,75,67,308,4
2,8,45400,2993,218,4000,500,210,7.4,7.4,196,1880,4569,1853,1674,2795,470,480,2000,75,67,463,4
2,8,47560,2993,218,4000,500,210,7.7,7.7,206,1885,4569,1853,1674,2795,470,480,2000,75,67,463,4
2,8,46350,2993,218,4000,500,210,7.4,7.4,196,1880,4569,1853,1674,2795,470,480,2000,75,67,463,4
2,8,48510,2993,218,4000,500,210,7.7,7.7,206,1885,4569,1853,1674,2795,470,480,2000,75,67,463,4
2,8,49200,2993,218,4000,500,210,7.4,7.4,196,1880,4569,1853,1674,2795,470,480,2000,75,67,463,4
2,8,51360,2993,218,4000,500,220,7.7,7.7,206,1885,4569,1853,1674,2795,470,480,2000,75,67,463,4
2,8,53000,2993,286,4400,580,240,6.4,7.8,208,1950,4569,1853,1674,2795,435,480,2000,75,67,463,4
2,8,53950,2993,286,4400,580,240,6.4,7.8,208,1950,4569,1853,1674,2795,435,480,2000,75,67,463,4
2,8,56050,2993,286,4400,580,240,6.4,7.8,208,1950,4569,1853,1674,2795,435,480,2000,75,67,463,4
1,8,52400,2996,272,6650,315,225,8.1,10.2,244,2075,4854,1933,1739,2933,605,620,2700,100,85,202,4
1,8,70000,4799,355,6300,475,240,6.5,12,286,2180,4854,1933,1739,2933,605,620,2700,100,85,324,4
2,8,53000,2993,235,4000,520,216,8.1,8.1,214,2150,4854,1933,1739,2933,605,620,2700,100,85,463,4
2,8,60000,2993,286,4400,580,235,7,8.2,216,2185,4854,1933,1739,2933,605,620,2700,100,85,463,4
1,8,57800,2979,306,5800,400,240,6.7,10.9,262,2145,4877,1983,1690,2933,525,570,2700,100,85,202,4
1,8,74800,4395,407,5500,600,250,5.4,12.5,299,2265,4877,1983,1690,2933,575,570,3500,100,85,297,4
2,8,56800,2993,235,4000,520,210,8,8.2,217,2150,4877,1983,1690,2933,525,570,2700,100,85,463,4
2,8,62800,2993,286,4400,580,236,6.9,8.3,220,2185,4877,1983,1690,2933,525,570,2700,100,85,463,4
1,2,15990,1584,100,6000,134,180,13.9,8,190,1475,4650,1800,1450,2790,360,430,0,0,74,108,5
1,2,17550,1834,136,6000,165,195,11.8,8.7,205,1505,4650,1800,1450,2790,360,430,0,0,74,128,5
1,2,19550,1834,136,6000,165,195,11.8,8.7,205,1505,4650,1800,1450,2790,360,430,0,0,74,128,5
1,2,19990,1999,122,0,170,190,13.8,9.1,217,1445,4880,1800,1430,2790,390,550,0,0,74,135,5
1,2,21900,1999,122,0,170,190,13.8,9.1,217,1445,4880,1800,1430,2790,390,550,0,0,74,135,5
1,2,28570,1998,175,5500,265,220,8.5,8.3,197,1460,4680,1802,1471,2675,550,425,1600,100,58,135,6
1,2,30530,1998,175,5500,265,220,9.7,9,216,1485,4680,1802,1471,2675,545,425,1600,100,58,135,6
1,2,31280,1998,175,5500,265,220,8.5,8.3,197,1460,4680,1802,1471,2675,550,425,1600,100,58,135,6
1,2,33240,1998,175,5500,265,220,9.7,9,216,1485,4680,1802,1471,2675,545,425,1600,100,58,135,6
1,2,35920,1998,210,5300,300,0,0,0,0,0,4680,1802,1471,2675,0,425,0,100,58,135,6
1,2,38060,1998,210,5300,300,0,0,0,0,0,4680,1802,1471,2675,0,425,0,100,58,135,6
1,2,41060,1998,210,5300,300,0,0,0,0,0,4680,1802,1471,2675,0,425,0,100,58,135,6
1,2,43200,1998,210,5300,300,0,0,0,0,0,4680,1802,1471,2675,0,425,0,100,58,135,6
1,2,47620,2792,280,0,0,0,0,0,0,0,4680,1802,1471,2675,0,425,0,100,58,189,6
2,2,29430,1910,150,4000,320,210,9.5,6.1,164,1505,4680,1802,1471,2675,555,425,1600,100,58,308,6
2,2,31570,1910,150,4000,320,210,11,7.2,194,1530,4680,1802,1471,2675,550,425,1600,100,58,308,6
2,2,32180,1910,150,4000,320,210,9.5,6.1,164,1505,4680,1802,1471,2675,555,425,1600,100,58,308,6
2,2,34320,1910,150,4000,320,210,11,7.2,194,1530,4680,1802,1471,2675,550,425,1600,100,58,308,6
2,2,31030,1910,180,4000,400,220,8.7,5.7,170,1545,4680,1802,1471,2675,535,425,1600,100,58,308,6
2,2,33170,1910,180,4000,370,215,9.4,6.8,197,1570,4680,1802,1471,2675,540,425,1600,100,58,308,6
2,2,33780,1910,180,4000,400,220,8.7,5.7,170,1545,4680,1802,1471,2675,535,425,1600,100,58,308,6
2,2,35920,1910,180,4000,370,215,9.4,6.8,197,1570,4680,1802,1471,2675,540,425,1600,100,58,308,6
2,2,38920,1910,180,4000,400,220,8.7,5.7,170,1545,4680,1802,1471,2675,535,425,1600,100,58,308,6
2,2,41060,1910,180,4000,370,215,9.4,6.8,197,1570,4680,1802,1471,2675,540,425,1600,100,58,308,6
1,2,29570,1998,200,5500,300,230,7.9,10.8,0,1460,4680,1802,1471,2675,550,425,1600,100,58,135,6
1,2,31530,1998,200,5500,300,225,8.9,11.7,0,1485,4680,1802,1471,2675,545,425,1600,100,58,135,6
1,2,32280,1998,200,5500,300,230,7.9,10.8,0,1460,4680,1802,1471,2675,550,425,1600,100,58,135,6
1,2,34240,1998,200,5500,300,225,8.9,11.7,0,1485,4680,1802,1471,2675,545,425,1600,100,58,135,6
1,2,37420,1998,200,5500,300,230,7.9,10.8,0,1460,4680,1802,1471,2675,550,425,1600,100,58,135,6
1,2,39380,1998,200,5500,300,225,8.9,11.7,0,1485,4680,1802,1471,2675,545,425,1600,100,58,135,6
1,3,29970,1998,175,5500,265,215,8.8,8.3,197,1510,4716,1802,1543,2675,560,419,1600,100,58,135,6
1,3,31930,1998,175,5500,265,210,10,9.3,222,1535,4716,1802,1543,2675,565,419,1600,100,58,135,6
1,3,32680,1998,175,5500,265,215,8.8,8.3,197,1510,4716,1802,1543,2675,560,419,1600,100,58,135,6
1,3,34640,1998,175,5500,265,210,10,9.3,222,1535,4716,1802,1543,2675,565,419,1600,100,58,135,6
1,3,37320,1998,210,5300,300,0,0,0,0,0,4716,1802,1543,2675,0,419,0,100,58,135,6
1,3,39460,1998,210,5300,300,0,0,0,0,0,4716,1802,1543,2675,0,419,0,100,58,135,6
1,3,42460,1998,210,5300,300,0,0,0,0,0,4716,1802,1543,2675,0,419,0,100,58,135,6
1,3,44600,1998,210,5300,300,0,0,0,0,0,4716,1802,1543,2675,0,419,0,100,58,135,6
1,3,49020,2792,280,0,0,0,0,0,0,0,4716,1802,1543,2675,0,419,0,100,58,189,6
2,3,30830,1910,150,4000,320,200,10.4,5.9,159,1555,4716,1802,1543,2675,565,419,1600,100,58,308,6
2,3,32970,1910,150,4000,320,195,11.5,6.7,179,1575,4716,1802,1543,2675,575,419,1600,100,58,308,6
2,3,33580,1910,150,4000,320,200,10.4,5.9,159,1555,4716,1802,1543,2675,565,419,1600,100,58,308,6
2,3,35720,1910,150,4000,320,195,11.5,6.7,179,1575,4716,1802,1543,2675,575,419,1600,100,58,308,6
2,3,32430,1910,180,4000,400,220,9.1,5.9,175,1595,4716,1802,1543,2675,555,419,1600,100,58,308,6
2,3,34570,1910,180,4000,370,215,9.8,6.9,202,1620,4716,1802,1543,2675,550,419,1600,100,58,308,6
2,3,35180,1910,180,4000,400,220,9.1,5.9,175,1595,4716,1802,1543,2675,555,419,1600,100,58,308,6
2,3,37320,1910,180,4000,370,215,9.8,6.9,202,1620,4716,1802,1543,2675,550,419,1600,100,58,308,6
2,3,40320,1910,180,4000,400,220,9.1,5.9,175,1595,4716,1802,1543,2675,555,419,1600,100,58,308,6
2,3,42460,1910,180,4000,370,215,9.8,6.9,202,1620,4716,1802,1543,2675,550,419,1600,100,58,308,6
1,3,30970,1998,200,5500,300,225,8.1,10.8,0,1510,4716,1802,1543,2675,560,419,1600,100,58,135,6
1,3,32930,1998,200,5500,300,220,9.2,12.1,0,1535,4716,1802,1543,2675,565,419,1600,100,58,135,6
1,3,33680,1998,200,5500,300,225,8.1,10.8,0,1510,4716,1802,1543,2675,560,419,1600,100,58,135,6
1,3,35640,1998,200,5500,300,220,9.2,12.1,0,1535,4716,1802,1543,2675,565,419,1600,100,58,135,6
1,3,38820,1998,200,5500,300,225,8.1,10.8,0,1510,4716,1802,1543,2675,560,419,1600,100,58,135,6
1,3,40780,1998,200,5500,300,220,9.2,12.1,0,1535,4716,1802,1543,2675,565,419,1600,100,58,135,6
1,2,36790,2792,211,6800,246,225,8.3,11.8,281,1765,4860,1842,1464,2880,595,373,1814,0,68,189,6
1,2,38790,2792,211,6800,246,205,9,11,263,1775,4860,1842,1464,2880,585,373,1814,0,68,189,6
1,2,40390,2792,211,6800,246,225,8.3,11.8,281,1765,4860,1842,1464,2880,595,373,1814,0,68,189,6
1,2,42390,2792,211,6800,246,205,9,11,263,1775,4860,1842,1464,2880,585,373,1814,0,68,189,6
1,2,44990,3564,311,6400,374,249,6.3,12,285,1788,4860,1842,1464,2880,572,373,1814,0,68,243,6
1,2,46990,3564,311,6400,374,241,6.3,11.1,264,1798,4860,1842,1464,2880,562,373,1814,0,68,243,6
1,2,49590,3564,311,6400,374,225,6.7,11.2,267,1882,4860,1842,1463,2880,543,373,1814,0,68,243,6
1,2,74990,6162,564,6100,747,308,4.2,0,0,0,4860,1842,1464,2880,0,373,0,0,68,418,6
1,2,74990,6162,564,6100,747,0,0,0,0,0,4860,1842,1464,2880,0,373,0,0,68,418,6
1,2,47090,3564,257,6500,339,225,7.4,12.2,285,1750,4986,1844,1463,2955,743,465,1928,0,66,243,6
1,2,50990,3564,257,6500,339,225,7.4,12.2,285,1750,4986,1844,1463,2955,743,465,1928,0,66,243,6
1,2,59390,4565,325,6400,427,250,6.2,13.2,314,1919,4986,1844,1463,2955,574,465,1928,0,66,310,6
1,2,63290,4565,325,6400,427,250,6.2,13.2,314,1919,4986,1844,1463,2955,574,465,1928,0,66,310,6
1,2,65890,4565,325,6400,427,250,6.7,14.1,336,1976,4986,1844,1475,2955,517,465,1928,0,66,310,6
1,2,74850,4371,476,6400,595,250,5,15.9,379,1948,5019,1844,1477,2955,545,465,1928,0,66,297,6
1,5,87890,4371,450,6400,561,250,4.9,14.9,354,1728,4513,1836,1279,2685,0,329,0,0,68,297,6
1,8,40950,3564,258,6500,339,201,8.1,13,309,1988,4950,1845,1721,2957,737,238,2268,45,76,243,6
1,8,45050,3564,258,6500,339,201,8.1,13.4,317,1995,4950,1845,1721,2957,730,238,2268,45,76,243,6
1,8,50190,3564,258,6500,339,201,8.1,13.4,317,1995,4950,1845,1721,2957,730,238,2268,45,76,243,6
1,8,60950,4565,325,6500,427,225,7.6,14,331,2065,4950,1845,1721,2957,660,238,2268,45,76,310,6
1,8,69750,6162,409,5700,565,170,6.8,16.2,383,2609,5149,2007,1887,2946,612,478,3100,90,98,418,6
1,8,73850,6162,409,5700,565,170,6.8,16.2,383,2609,5149,2007,1887,2946,612,478,3100,90,98,418,6
1,1,8890,796,52,6000,72,145,18.2,5.2,119,850,3495,1495,1500,2345,400,170,0,50,35,54,7
1,1,11490,796,52,6000,72,135,21.9,5.7,132,870,3495,1495,1500,2345,400,170,0,50,35,54,7
1,1,10490,995,67,5400,91,156,14.1,5.6,137,870,3495,1495,1500,2345,400,170,600,50,35,67,7
1,1,10990,995,67,5400,91,156,14.1,5.6,137,870,3495,1495,1500,2345,400,170,600,50,35,67,7
1,1,9990,1206,84,6000,114,170,12.8,5.5,132,1105,3920,1680,1505,2480,398,220,1000,100,45,87,7
1,1,11490,1206,84,6000,114,170,12.8,5.5,132,1105,3920,1680,1505,2480,398,220,1000,100,45,87,7
1,1,13490,1399,101,6400,131,175,11.9,5.9,140,1145,3920,1680,1505,2480,398,220,1100,100,45,94,7
1,1,14590,1399,101,6400,131,170,12.3,6.4,152,1150,3920,1680,1505,2480,398,220,1100,100,45,94,7
1,1,11090,1206,84,6000,114,170,12.8,5.5,132,1105,3920,1680,1505,2480,398,220,1000,100,45,87,7
1,1,12090,1206,84,6000,114,170,12.8,5.5,132,1105,3920,1680,1505,2480,398,220,1000,100,45,87,7
1,1,13890,1399,101,6400,131,175,11.9,5.9,140,1145,3920,1680,1505,2480,398,220,1100,100,45,94,7
1,1,14990,1399,101,6400,131,170,12.3,6.4,152,1150,3920,1680,1505,2480,398,220,1100,100,45,94,7
1,2,12890,1206,84,6000,114,170,12.8,5.5,132,1115,4310,1710,1505,2480,418,400,1000,100,45,87,7
1,2,13990,1399,101,6400,131,175,11.9,5.9,140,1155,4310,1710,1505,2480,418,400,1100,100,45,94,7
1,2,15090,1399,101,6400,131,170,12.3,6.4,152,1160,4310,1710,1505,2480,418,400,1100,100,45,94,7
1,1,14590,1399,95,6000,131,175,11.6,7.2,165,1245,4295,1725,1445,2600,400,275,1200,100,60,94,7
1,1,16590,1598,109,5800,150,187,10.7,7.1,170,1250,4295,1725,1445,2600,400,275,1200,100,60,108,7
1,1,18290,1796,121,5800,169,194,9.5,7.4,183,1280,4295,1725,1445,2600,400,275,1200,100,60,121,7
1,1,19490,1796,121,5800,169,184,10.7,8.8,210,1305,4295,1725,1445,2600,400,275,1200,100,60,121,7
2,1,20490,1991,121,3800,280,186,9.8,5.7,146,1355,4295,1725,1445,2600,400,275,1000,100,60,308,7
2,1,21690,1991,121,3800,280,188,10.6,6.6,172,1365,4295,1725,1445,2600,400,275,1000,100,60,308,7
1,3,16090,1598,109,5800,150,187,11.4,7.8,181,1325,4580,1725,1460,2600,440,400,1200,100,60,108,7
1,3,17490,1598,109,5800,150,187,11.4,7.8,181,1325,4580,1725,1460,2600,440,400,1200,100,60,108,7
1,3,19390,1796,121,5800,169,194,10.4,7.4,183,1355,4580,1725,1460,2600,440,400,1200,100,60,121,7
1,3,20590,1796,121,5800,169,184,11.9,8.8,210,1380,4580,1725,1460,2600,440,400,1200,100,60,121,7
2,3,19890,1991,121,3800,280,186,9.8,6,155,1430,4580,1725,1460,2600,440,400,1000,100,60,308,7
2,3,21490,1991,121,3800,280,186,9.8,6,155,1430,4580,1725,1460,2600,440,400,1000,100,60,308,7
2,3,22690,1991,121,3800,280,188,10.6,6.9,182,1440,4580,1725,1460,2600,440,400,1000,100,60,308,7
1,9,22990,2399,170,6200,222,180,9.1,8.6,207,1470,4475,1755,1603,2629,453,430,0,68,61,162,7
1,9,24190,2399,170,6200,222,180,10,9,214,1470,4475,1755,1603,2629,453,430,0,68,61,162,7
1,2,22390,1993,144,6400,195,207,9.9,8.2,195,1535,4805,1810,1450,2700,410,480,1700,0,65,135,7
1,2,24890,1993,144,6400,195,207,9.9,8.2,195,1535,4805,1810,1450,2700,410,480,1700,0,65,135,7
1,2,27490,2492,156,5800,237,209,10.2,9.3,221,1575,4805,1810,1450,2700,410,480,1700,0,63,168,7
2,2,27190,1991,150,4000,320,200,9.7,6.1,160,1635,4805,1810,1450,2700,410,480,1200,0,65,308,7
2,2,28790,1991,150,4000,320,205,10.6,7.6,210,1645,4805,1810,1450,2700,410,480,1200,0,65,308,7
1,8,23790,2405,136,5000,220,185,11.5,8.9,217,1730,4635,1850,1720,2705,450,465,1500,100,65,168,7
1,8,25990,2405,136,5000,220,184,11.5,9.1,221,1760,4635,1850,1720,2705,560,465,1500,100,65,168,7
1,8,31090,2405,136,5000,220,183,11.5,9.3,222,1835,4635,1850,1720,2705,560,465,1500,100,65,168,7
1,8,37740,3195,230,6600,297,204,8.8,11.5,264,1880,4635,1850,1720,2705,560,465,2000,100,65,216,7
2,8,25390,1991,150,4000,320,184,10.8,7.2,191,1770,4635,1850,1720,2705,735,465,2000,100,65,308,7
2,8,27590,1991,150,4000,320,184,10.8,7.2,191,1770,4635,1850,1720,2705,735,465,2000,100,65,308,7
2,8,32690,1991,150,4000,320,182,10.9,7.4,197,1845,4635,1850,1720,2705,660,465,2000,100,65,308,7
2,8,33990,1991,150,4000,320,180,12.2,8.6,233,1865,4635,1850,1720,2705,640,465,1700,100,65,308,7
2,8,33490,1991,150,4000,320,182,10.9,7.4,197,1895,4635,1850,1720,2705,610,465,2000,100,65,308,7
2,8,34790,1991,150,4000,320,180,12.2,8.6,233,1910,4635,1850,1720,2705,595,465,1700,100,65,308,7
2,8,34690,1991,150,4000,320,182,10.9,7.4,197,1845,4635,1850,1720,2705,660,465,2000,100,65,308,7
2,8,35990,1991,150,4000,320,180,12.2,8.6,233,1865,4635,1850,1720,2705,640,465,1700,100,65,308,7
2,8,35590,1991,150,4000,320,182,10.9,7.4,197,1895,4635,1850,1720,2705,610,465,2000,100,65,308,7
2,8,36890,1991,150,4000,320,180,12.2,8.6,233,1910,4635,1850,1720,2705,595,465,1700,100,65,308,7
2,8,36390,1991,150,4000,320,182,10.9,7.6,197,1895,4635,1850,1720,2705,610,465,2000,100,65,308,7
2,8,37690,1991,150,4000,320,180,12.2,8.6,233,1910,4635,1850,1720,2705,595,465,1700,100,65,308,7
1,9,16390,1598,116,6300,157,176,13.5,7.7,182,1441,4288,1748,1665,2616,429,521,1000,50,57,108,8
1,9,20290,2429,143,5200,214,195,10.3,9.4,223,1510,4288,1748,1665,2616,375,521,1000,50,57,168,8
