Scatterplot Name,Dataset Name,Number of Entire Data,Number of Classes,Shape,Marker Size,M_distance,M_distance Calculation Time,LOF Distance,LOF Distance Calculation Time,Isolation Forest Distance,Isolation Forest Distance Calculation Time,Centroid Distance,Centroid Distance Calculation Time,Visibility Index,Visibility Index Calculation Time,MPix,MPix Calculation Time,Grid Density Overlap Degree,Grid Density Overlap Degree Calculation Time,Kernel Density Overlap Degree,Kernel Density Overlap Degree Calculation Time,Nearest Neighbor Distance,Nearest Neighbor Distance Calculation Time,Pairwise Bounding Box Overlap Degree,Pairwise Bounding Box Overlap Degree Calculation Time,No. Covered Data Points,No. Covered Data Points by Different Classes,Categories Covered Data Points by Different Classes
figure_descendingmarkersize160_clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber1,clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber1,1000,2,['cluster' 'lip_cluster'],160,0.0804616683208389,0.563530683517456,0.0343330627720965,0.5037941932678223,-1.27977571611551,0.6429183483123779,0.0630416551982081,0.4727156162261963,0.156,2.546977996826172,31301,0.1906290054321289,0.0,0.1073184013366699,0.0288395463647174,0.1748914718627929,3.02825788796428,0.0067064762115478,-,15.0,30,10,"[{'category': 'group_1', 'number': 5}, {'category': 'group_0', 'number': 5}]"
figure_category_basedmarkersize10_clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber2,clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber2,1000,2,['cluster'],10,0.681971794990961,0.341135025024414,0.6411317915083626,2.478998899459839,0.8403449263668051,0.4708600044250488,0.6684289655694491,0.3403146266937256,0.944,0.1380136013031005,2403,0.1158483028411865,0.0,2.3509678840637207,0.0307480285774321,0.1750128269195556,4.30327066694373,0.0075252056121826,-,15.0,21,1,"[{'category': 'group_1', 'number': 1}]"
figure_category_basedmarkersize60_clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber2,clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber2,1000,2,['cluster'],60,0.419952784053062,0.4309496879577636,0.3574050047797378,0.5008394718170166,0.6290577770608932,0.553884744644165,0.4050382249139457,2.5215904712677,0.547,0.1842718124389648,22924,0.1699621677398681,0.0,0.1206748485565185,0.0307480285774321,0.1650023460388183,4.30327066694373,0.0063035488128662,-,15.0,183,2,"[{'category': 'group_1', 'number': 2}]"
figure_category_basedmarkersize110_clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber2,clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber2,1000,2,['cluster'],110,0.3449128633201759,0.4370026588439941,0.2851947744732189,2.463562726974488,0.5991138266557119,0.5545639991760254,0.3309608846770763,0.4314460754394531,0.34,0.1571462154388427,35860,0.1364452838897705,0.0,2.079739570617676,0.0307480285774321,0.1593184471130371,4.30327066694373,0.0073838233947753,-,15.0,356,3,"[{'category': 'group_1', 'number': 3}]"
figure_category_basedmarkersize160_clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber2,clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber2,1000,2,['cluster'],160,0.302162182904538,0.4763863086700439,0.2462184346387584,0.4740397930145263,0.589854284436246,2.591089963912964,0.2889568809139051,0.4762299060821533,0.238,0.1635670661926269,43912,0.1672847270965576,0.0,0.1016013622283935,0.0307480285774321,0.1584103107452392,4.30327066694373,0.0082097053527832,-,15.0,466,3,"[{'category': 'group_1', 'number': 3}]"
figure_ascendingmarkersize10_clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber2,clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber2,1000,2,['cluster'],10,0.863504179636936,0.3474471569061279,0.8246774341779111,0.3597655296325683,0.7719341412347522,0.5058884620666504,0.8631190351095981,0.3513548374176025,0.944,2.756932020187378,2403,0.1169142723083496,0.0,0.1150364875793457,0.0307480285774321,0.1680905818939209,4.30327066694373,0.0075623989105224,-,15.0,16,1,"[{'category': 'group_0', 'number': 1}]"
figure_ascendingmarkersize60_clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber2,clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber2,1000,2,['cluster'],60,0.6755025634348464,0.4025447368621826,0.6156429933032375,0.4473624229431152,0.4901585541281379,2.56544828414917,0.6791570529250984,0.3852548599243164,0.547,0.1919023990631103,22924,0.1440587043762207,0.0,0.1100287437438964,0.0307480285774321,0.1676163673400879,4.30327066694373,0.0077228546142578,-,15.0,32,1,"[{'category': 'group_0', 'number': 1}]"
figure_ascendingmarkersize110_clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber2,clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber2,1000,2,['cluster'],110,0.6178548971411115,0.455007791519165,0.5660606383639812,0.4447095394134521,0.4015894869944639,0.6123030185699463,0.622566652619728,0.4319498538970947,0.34,2.301340818405152,35860,0.1423349380493164,0.0,0.1063311100006103,0.0307480285774321,0.1603815555572509,4.30327066694373,0.008552074432373,-,15.0,63,1,"[{'category': 'group_0', 'number': 1}]"
figure_ascendingmarkersize160_clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber2,clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber2,1000,2,['cluster'],160,0.5840961801729508,0.5223178863525391,0.5371183994029991,0.513035774230957,0.3435796696304204,2.935711145401001,0.5889110765066795,0.5274999141693115,0.238,0.1578314304351806,43912,0.1470427513122558,0.0,0.0982236862182617,0.0307480285774321,0.1569221019744873,4.30327066694373,0.0076534748077392,-,15.0,103,1,"[{'category': 'group_0', 'number': 1}]"
figure_descendingmarkersize10_clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber2,clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber2,1000,2,['cluster'],10,0.6266675508586377,0.357144832611084,0.5842544259639069,0.3515539169311523,0.8776317754416685,0.5219035148620605,0.6102497260349347,2.732372760772705,0.944,0.1445012092590332,2403,0.1119427680969238,0.0,0.1152436733245849,0.0307480285774321,0.1818170547485351,4.303270666943731,0.0074357986450195,-,15.0,16,1,"[{'category': 'group_1', 'number': 1}]"
figure_descendingmarkersize60_clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber2,clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber2,1000,2,['cluster'],60,0.333311393759428,0.3905072212219238,0.2788003620917604,2.4212186336517334,0.7605721055618275,0.5138702392578125,0.3178361985367223,0.4516694545745849,0.547,0.1618070602416992,22924,0.1372106075286865,0.0,2.206601142883301,0.0307480285774321,0.1769502162933349,4.303270666943731,0.0069866180419921,-,15.0,21,3,"[{'category': 'group_0', 'number': 1}, {'category': 'group_1', 'number': 2}]"
figure_descendingmarkersize110_clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber2,clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber2,1000,2,['cluster'],110,0.2579723385840675,0.4308705329895019,0.2089670077078144,0.4738643169403076,0.8420171022153318,0.54817795753479,0.2446546509783475,2.6503336429595947,0.34,0.1630771160125732,35860,0.1504151821136474,0.0,0.1118748188018798,0.0307480285774321,0.1614735126495361,4.303270666943731,0.0065557956695556,-,15.0,23,4,"[{'category': 'group_0', 'number': 1}, {'category': 'group_1', 'number': 3}]"
figure_descendingmarkersize160_clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber2,clusternumber2_datanumber500_testnumbercategorymedium_repeatnumber2,1000,2,['cluster'],160,0.2124359955910574,2.666691780090332,0.1684128392144315,0.4755430221557617,1.0160866090936629,0.6300623416900635,0.2004657967399529,0.5007586479187012,0.238,0.1742305755615234,43912,2.255378484725952,0.0,0.1096856594085693,0.0307480285774321,0.1595945358276367,4.303270666943731,0.0085468292236328,-,15.0,25,5,"[{'category': 'group_0', 'number': 2}, {'category': 'group_1', 'number': 3}]"
figure_category_basedmarkersize10_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber0,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber0,1000,2,['linear' 'three_order'],10,0.4505332709246322,0.3538074493408203,0.4049965177096108,0.353618860244751,0.6808841961117104,2.771610975265503,0.6443291554742627,0.3572802543640136,0.58,0.1151144504547119,3294,0.1109235286712646,0.043,0.1119816303253173,0.0296960667770467,0.0938808917999267,1.6237535660979323,0.0078418254852294,-,15.0,238,2,"[{'category': 'group_1', 'number': 2}]"
figure_category_basedmarkersize60_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber0,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber0,1000,2,['linear' 'three_order'],60,0.2811270769654906,0.4098443984985351,0.2436922448403197,0.3832693099975586,0.5622358526071443,0.5247087478637695,0.4619945062773319,0.3759875297546386,0.332,0.1272032260894775,14078,2.444714307785034,0.043,0.1071617603302002,0.0296960667770467,0.0913100242614746,1.6237535660979323,0.0076591968536376,-,15.0,394,2,"[{'category': 'group_1', 'number': 2}]"
figure_category_basedmarkersize110_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber0,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber0,1000,2,['linear' 'three_order'],110,0.2294911993988503,0.4465889930725097,0.1965087164766886,0.4230778217315674,0.5798377436201059,2.742450475692749,0.4165559034327324,0.4335551261901855,0.294,0.1375732421875,19532,0.1341352462768554,0.043,0.1119887828826904,0.0296960667770467,0.0909507274627685,1.6237535660979323,0.0070624351501464,-,15.0,437,2,"[{'category': 'group_1', 'number': 2}]"
figure_category_basedmarkersize160_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber0,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber0,1000,2,['linear' 'three_order'],160,0.2032850579455103,0.52596116065979,0.1735756451816523,0.4916086196899414,0.6088645288071279,0.6332635879516602,0.3908279358014578,0.4861924648284912,0.29,0.1403627395629882,23459,2.301851749420166,0.043,0.097581148147583,0.0296960667770467,0.0929458141326904,1.6237535660979323,0.0069582462310791,-,15.0,446,2,"[{'category': 'group_1', 'number': 2}]"
figure_ascendingmarkersize10_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber0,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber0,1000,2,['linear' 'three_order'],10,0.621649827677859,0.3417198657989502,0.677732742795373,0.3521299362182617,0.6279799850974217,2.765430927276612,0.6586979067538405,0.3429796695709228,0.58,0.1171705722808837,3294,0.113584280014038,0.043,0.1079757213592529,0.0296960667770467,0.0917527675628662,1.623753566097932,0.0070626735687255,-,15.0,146,2,"[{'category': 'group_1', 'number': 1}, {'category': 'group_0', 'number': 1}]"
figure_ascendingmarkersize60_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber0,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber0,1000,2,['linear' 'three_order'],60,0.4898526019364028,0.4016025066375732,0.5525396423361868,0.3796961307525635,0.4456971321382889,0.5243937969207764,0.4842888554749415,0.3734486103057861,0.332,0.1236269474029541,14078,2.393396139144897,0.043,0.1159203052520752,0.0296960667770467,0.0943009853363037,1.623753566097932,0.0094139575958251,-,15.0,196,2,"[{'category': 'group_1', 'number': 1}, {'category': 'group_0', 'number': 1}]"
figure_ascendingmarkersize110_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber0,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber0,1000,2,['linear' 'three_order'],110,0.4615758229492481,0.4277896881103515,0.5326821970326131,0.438007116317749,0.3998400343455327,2.6935784816741943,0.444964011577695,0.4271309375762939,0.294,0.1485357284545898,19532,0.1468489170074463,0.043,0.1026670932769775,0.0296960667770467,0.0913631916046142,1.623753566097932,0.0078778266906738,-,15.0,221,2,"[{'category': 'group_1', 'number': 1}, {'category': 'group_0', 'number': 1}]"
figure_ascendingmarkersize160_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber0,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber0,1000,2,['linear' 'three_order'],160,0.4469593834778526,0.4575142860412597,0.5239015562581034,0.4691958427429199,0.3742183609240576,0.5986316204071045,0.4231380007348545,0.4523887634277344,0.29,0.1439909934997558,23459,2.252424716949463,0.043,0.10239839553833,0.0296960667770467,0.0904252529144287,1.623753566097932,0.0068604946136474,-,15.0,234,2,"[{'category': 'group_1', 'number': 1}, {'category': 'group_0', 'number': 1}]"
figure_descendingmarkersize10_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber0,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber0,1000,2,['linear' 'three_order'],10,0.2618648471299207,0.3321948051452636,0.1588894014902437,0.3322775363922119,1.017682609654361,2.581192970275879,0.5325441269551678,0.3348026275634765,0.58,0.1212546825408935,3294,0.1178817749023437,0.043,0.1124887466430664,0.0296960667770467,0.0973036289215087,1.623753566097932,0.0079438686370849,-,15.0,130,3,"[{'category': 'group_1', 'number': 1}, {'category': 'group_0', 'number': 2}]"
figure_descendingmarkersize60_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber0,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber0,1000,2,['linear' 'three_order'],60,0.1433132674333675,0.3875908851623535,0.0819496305931846,0.3857395648956299,1.221524645574963,0.5430405139923096,0.3555487985557842,0.4024312496185303,0.332,0.1669788360595703,14078,2.3843748569488525,0.043,0.1137230396270752,0.0296960667770467,0.0958220958709716,1.623753566097932,0.0070221424102783,-,15.0,133,4,"[{'category': 'group_1', 'number': 1}, {'category': 'group_0', 'number': 3}]"
figure_descendingmarkersize110_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber0,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber0,1000,2,['linear' 'three_order'],110,0.1112627786694177,0.4265923500061035,0.0624606618891943,0.4234673976898193,2.063597698864228,0.573023796081543,0.3067673248206368,2.6939377784729004,0.294,0.1334447860717773,19532,0.1360526084899902,0.043,0.103039264678955,0.0296960667770467,0.0927202701568603,1.623753566097932,0.0071594715118408,-,15.0,133,4,"[{'category': 'group_1', 'number': 1}, {'category': 'group_0', 'number': 3}]"
figure_descendingmarkersize160_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber0,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber0,1000,2,['linear' 'three_order'],160,0.0955858466204823,2.935320854187012,0.0532564529390627,0.4628686904907226,4.613010664234421,0.6580836772918701,0.279873178002848,0.5538802146911621,0.29,0.1524245738983154,23459,2.395904302597046,0.043,0.1072454452514648,0.0296960667770467,0.0919110774993896,1.623753566097932,0.0070934295654296,-,15.0,133,4,"[{'category': 'group_1', 'number': 1}, {'category': 'group_0', 'number': 3}]"
figure_category_basedmarkersize10_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber1,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber1,1000,2,['linear' 'lip_cluster'],10,0.6624962024858609,0.3328657150268554,0.685114760327705,0.3401837348937988,0.6023302137935066,2.72761607170105,0.7221193719109238,0.341160774230957,0.485,0.1195588111877441,3449,0.1157770156860351,0.013,0.1086523532867431,0.027494697763525,0.1048097610473632,1.5073809828535047,0.0075283050537109,-,15.0,284,1,"[{'category': 'group_1', 'number': 1}]"
figure_category_basedmarkersize60_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber1,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber1,1000,2,['linear' 'lip_cluster'],60,0.2782017700028925,2.7142903804779053,0.1482730401625726,0.3733794689178467,0.5390506644158273,0.5226433277130127,0.4927430964068643,0.375112771987915,0.231,0.1247544288635253,11586,2.369203567504883,0.013,0.1135616302490234,0.027494697763525,0.127568244934082,1.5073809828535047,0.007554292678833,-,15.0,560,1,"[{'category': 'group_1', 'number': 1}]"
figure_category_basedmarkersize110_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber1,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber1,1000,2,['linear' 'lip_cluster'],110,0.2071655175620367,0.4352257251739502,0.099179781465167,0.4391109943389892,0.554145765281329,0.6344759464263916,0.4377067733462548,2.779146909713745,0.212,0.1372840404510498,15763,0.1447491645812988,0.013,0.1076350212097168,0.027494697763525,0.1084613800048828,1.5073809828535047,0.0071380138397216,-,15.0,606,1,"[{'category': 'group_1', 'number': 1}]"
figure_category_basedmarkersize160_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber1,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber1,1000,2,['linear' 'lip_cluster'],160,0.181309183317033,2.954401969909668,0.084406830364096,0.4649415016174316,0.5643199763545186,0.5990509986877441,0.4098715383273786,0.4678854942321777,0.204,0.1508958339691162,18815,0.1590404510498047,0.013,2.8553287982940674,0.027494697763525,0.1013727188110351,1.5073809828535047,0.0082185268402099,-,15.0,622,1,"[{'category': 'group_1', 'number': 1}]"
figure_ascendingmarkersize10_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber1,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber1,1000,2,['linear' 'lip_cluster'],10,0.6690238915814481,0.3921804428100586,0.6857393638936348,0.3379278182983398,0.5869610507535719,0.4714555740356445,0.7235145560191679,2.9063119888305664,0.485,0.1164429187774658,3449,0.115753173828125,0.013,0.1115477085113525,0.027494697763525,0.1039836406707763,1.507380982853505,0.006864309310913,-,15.0,136,1,"[{'category': 'group_1', 'number': 1}]"
figure_ascendingmarkersize60_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber1,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber1,1000,2,['linear' 'lip_cluster'],60,0.5803074821118495,2.920195341110229,0.6067590899703861,0.456071138381958,0.379242027396635,0.6158361434936523,0.5694811414332333,0.4357678890228271,0.231,0.2026624679565429,11586,0.1782577037811279,0.013,2.878048658370972,0.027494697763525,0.1365308761596679,1.507380982853505,0.0086979866027832,-,15.0,337,1,"[{'category': 'group_1', 'number': 1}]"
figure_ascendingmarkersize110_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber1,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber1,1000,2,['linear' 'lip_cluster'],110,0.5730616793616286,0.4310817718505859,0.6063307877287585,0.4545502662658691,0.3000518485812079,0.6905694007873535,0.5514122451014982,2.7774863243103027,0.212,0.1394476890563964,15763,0.139949083328247,0.013,0.1083087921142578,0.027494697763525,0.1074750423431396,1.507380982853505,0.0081527233123779,-,15.0,429,1,"[{'category': 'group_1', 'number': 1}]"
figure_ascendingmarkersize160_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber1,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber1,1000,2,['linear' 'lip_cluster'],160,0.5705192932916785,3.041922092437744,0.6094610703172094,0.5839717388153076,0.2552288174968296,0.6924624443054199,0.5435908327614916,0.4770362377166748,0.204,0.144453763961792,18815,0.1556437015533447,0.013,2.4491236209869385,0.027494697763525,0.1031434535980224,1.507380982853505,0.0075359344482421,-,15.0,492,1,"[{'category': 'group_1', 'number': 1}]"
figure_descendingmarkersize10_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber1,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber1,1000,2,['linear' 'lip_cluster'],10,0.3500266502564002,0.3606595993041992,0.3201842361372992,0.3527736663818359,0.7512252217427262,0.5655410289764404,0.5995271508606559,2.628747940063477,0.485,0.1172537803649902,3449,0.1226789951324462,0.013,0.1137197017669677,0.027494697763525,0.1014153957366943,1.507380982853505,0.0076003074645996,-,15.0,113,1,"[{'category': 'group_0', 'number': 1}]"
figure_descendingmarkersize60_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber1,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber1,1000,2,['linear' 'lip_cluster'],60,0.1170153341118952,0.376683235168457,0.0728975048818908,2.740025997161865,1.3429654012434808,0.5537664890289307,0.3482387582534222,0.3807771205902099,0.231,0.1782112121582031,11586,0.1890275478363037,0.013,0.1104202270507812,0.027494697763525,0.1037173271179199,1.507380982853505,0.0079739093780517,-,15.0,129,1,"[{'category': 'group_0', 'number': 1}]"
figure_descendingmarkersize110_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber1,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber1,1000,2,['linear' 'lip_cluster'],110,0.0764462718246334,0.4284324645996094,0.0441319052680864,0.4508261680603027,8.520287363109146,0.570767879486084,0.2787242570114661,0.4305958747863769,0.212,0.1364173889160156,15763,2.683358192443848,0.013,0.1077692508697509,0.027494697763525,0.100029706954956,1.507380982853505,0.007725715637207,-,15.0,129,1,"[{'category': 'group_0', 'number': 1}]"
figure_descendingmarkersize160_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber1,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber1,1000,2,['linear' 'lip_cluster'],160,0.0609035182845589,0.46539306640625,0.0345999693892171,0.4820115566253662,-2.82672072898695,2.918712615966797,0.2434921578400256,0.4723529815673828,0.204,0.1720190048217773,18815,0.163215160369873,0.013,0.1040165424346923,0.027494697763525,0.1015405654907226,1.507380982853505,0.0069746971130371,-,15.0,129,1,"[{'category': 'group_0', 'number': 1}]"
figure_category_basedmarkersize10_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber2,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber2,1000,2,['cluster' 'lip_cluster'],10,0.8243034578308038,0.3548867702484131,0.7737592097842423,0.3404309749603271,0.8909900375826109,0.4711449146270752,0.849841400891084,0.3576850891113281,0.988,0.1538033485412597,1711,2.53198504447937,0.0,0.1136436462402343,0.0298351886407755,0.1156210899353027,4.6201300580582485,0.0096304416656494,-,15.0,5,0,[]
figure_category_basedmarkersize60_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber2,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber2,1000,2,['cluster' 'lip_cluster'],60,0.4843178336681765,0.3896260261535644,0.3731511061348038,0.4565010070800781,0.685942593444048,0.5346136093139648,0.5528194119325112,2.750530958175659,0.793,0.1890363693237304,26487,0.1467247009277343,0.0,0.1163711547851562,0.0298351886407755,0.113502025604248,4.6201300580582485,0.0071535110473632,-,15.0,69,0,[]
figure_category_basedmarkersize110_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber2,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber2,1000,2,['cluster' 'lip_cluster'],110,0.3550617946453996,2.881754159927368,0.2399553211084911,0.4374330043792724,0.6660387077252011,0.5871090888977051,0.4376217044190297,0.4446015357971191,0.477,0.1780986785888672,45557,0.1558585166931152,0.0,2.3830783367156982,0.0298351886407755,0.1110801696777343,4.6201300580582485,0.0075781345367431,-,15.0,193,1,"[{'category': 'group_1', 'number': 1}]"
figure_category_basedmarkersize160_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber2,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber2,1000,2,['cluster' 'lip_cluster'],160,0.3067857683746833,0.5019376277923584,0.1948254390803248,0.5141417980194092,0.6878115119841444,0.6396989822387695,0.3917810484277781,0.5102815628051758,0.334,2.8443918228149414,55797,0.1566042900085449,0.0,0.1098163127899169,0.0298351886407755,0.1155760288238525,4.6201300580582485,0.0075318813323974,-,15.0,304,2,"[{'category': 'group_1', 'number': 2}]"
figure_ascendingmarkersize10_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber2,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber2,1000,2,['cluster' 'lip_cluster'],10,0.8887237846225523,0.3417749404907226,0.8830907304171238,2.7118051052093506,0.8626510507207723,0.4827213287353515,0.8856107034654928,0.3513467311859131,0.988,0.1669778823852539,1711,0.1202330589294433,0.0,2.639092206954956,0.0298351886407755,0.110828161239624,4.6201300580582485,0.0070571899414062,-,15.0,5,0,[]
figure_ascendingmarkersize60_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber2,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber2,1000,2,['cluster' 'lip_cluster'],60,0.680368467885218,0.439232587814331,0.6522693922340985,0.5118649005889893,0.5724987097031169,0.5433855056762695,0.6758504357288495,0.3902969360351562,0.793,0.1959850788116455,26487,2.7903077602386475,0.0,0.1150910854339599,0.0298351886407755,0.111354112625122,4.6201300580582485,0.0076823234558105,-,15.0,8,0,[]
figure_ascendingmarkersize110_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber2,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber2,1000,2,['cluster' 'lip_cluster'],110,0.6197155760457325,0.4447982311248779,0.5860194171298254,0.4502365589141845,0.4620406207061899,3.0118770599365234,0.6173833391524186,0.4251129627227783,0.477,0.1751079559326172,45557,0.141836404800415,0.0,0.1015150547027587,0.0298351886407755,0.1124196052551269,4.6201300580582485,0.0083978176116943,-,15.0,27,0,[]
figure_ascendingmarkersize160_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber2,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber2,1000,2,['cluster' 'lip_cluster'],160,0.5987884459071873,3.2627294063568115,0.5653638946432666,0.5296978950500488,0.4103326732671247,0.6434307098388672,0.5972971389749558,0.5062963962554932,0.334,0.1700861454010009,55797,3.0994460582733154,0.0,0.1057963371276855,0.0298351886407755,0.1190929412841796,4.6201300580582485,0.0081000328063964,-,15.0,47,0,[]
figure_descendingmarkersize10_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber2,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber2,1000,2,['cluster' 'lip_cluster'],10,0.7472934655988828,0.3778038024902344,0.7092055435664781,0.3441309928894043,0.9155565213286996,0.4736855030059814,0.8114303201647126,2.975956916809082,0.988,0.1668705940246582,1711,0.14495849609375,0.0,0.1499617099761963,0.0298351886407755,0.1303796768188476,4.620130058058248,0.0079185962677001,-,15.0,5,0,[]
figure_descendingmarkersize60_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber2,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber2,1000,2,['cluster' 'lip_cluster'],60,0.4176862165521368,0.4398581981658935,0.3337625395028257,3.285982370376587,0.7311928814216242,0.6202514171600342,0.5108478613113152,0.4198741912841797,0.793,0.1971278190612793,26487,0.1609587669372558,0.0,0.1167500019073486,0.0298351886407755,0.1170926094055175,4.620130058058248,0.0095388889312744,-,15.0,7,1,"[{'category': 'group_0', 'number': 1}]"
figure_descendingmarkersize110_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber2,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber2,1000,2,['cluster' 'lip_cluster'],110,0.2996837043655237,0.4957427978515625,0.213666522737382,0.5297789573669434,0.7340547586952337,0.5923771858215332,0.3975524232262993,0.4998681545257568,0.477,3.050002336502075,45557,0.1862897872924804,0.0,0.1136999130249023,0.0298351886407755,0.1449635028839111,4.620130058058248,0.0091540813446044,-,15.0,10,2,"[{'category': 'group_0', 'number': 1}, {'category': 'group_1', 'number': 1}]"
figure_descendingmarkersize160_clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber2,clusternumber2_datanumber500_testnumbercategorysmall_repeatnumber2,1000,2,['cluster' 'lip_cluster'],160,0.2529307773119222,0.5781724452972412,0.1714732050320153,0.5029850006103516,0.783569487703783,3.456934928894043,0.3502349773140826,0.5529539585113525,0.334,0.1639955043792724,55797,0.1723053455352783,0.0,0.1225101947784423,0.0298351886407755,0.1253104209899902,4.620130058058248,0.0077407360076904,-,15.0,11,3,"[{'category': 'group_1', 'number': 2}, {'category': 'group_0', 'number': 1}]"
