Age,Workclass,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,predicted,predicted_class,Age_shap,Workclass_shap,Education-Num_shap,Marital Status_shap,Occupation_shap,Relationship_shap,Race_shap,Sex_shap,Capital Gain_shap,Capital Loss_shap,Hours per week_shap,Country_shap
36.0,4,11.0,2,Tech-support,Wife,Black,Male,0.0,0.0,40.0,39,0.6255612,True,0.13541695,0.021193266,0.057497013,0.09890047,0.29637098,1.4164228,0.03534929,-0.13815866,-0.19551842,-0.08286749,-0.005045048,0.016287046
39.0,1,9.0,2,Exec-managerial,Husband,Black,Female,0.0,0.0,40.0,39,0.44584122,False,0.22801103,0.5129735,-0.36330825,0.09384684,-0.16955966,0.8539861,0.030699382,0.049501505,-0.19482525,-0.07072762,-0.050562553,0.0051061045
58.0,1,13.0,2,Other-service,Husband,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,39,0.7686663,True,0.36847866,0.33593038,0.64725214,0.07805972,0.47880644,0.8918692,-0.1938369,0.049347725,-0.1919819,-0.08237238,-0.05471828,0.01659085
43.0,4,12.0,2,Armed-Forces,Husband,Black,Female,0.0,0.0,40.0,39,0.5797639,True,0.29832372,0.0518307,0.106285304,0.078315094,0.23355448,0.9072942,0.0266275,0.049081206,-0.19574566,-0.08767125,-0.01600824,0.012547323
29.0,7,10.0,2,Exec-managerial,Husband,Black,Female,0.0,0.0,40.0,39,0.2420895,False,-0.23767188,-0.07012433,-0.12057076,0.097568095,-0.11379845,0.8114809,0.009503722,0.049758844,-0.2210738,-0.0923484,-0.124570675,0.013218585
19.0,4,6.0,4,Farming-fishing,Other-relative,Black,Male,0.0,0.0,30.0,39,0.0006755605,False,-2.1237833,-0.05118698,-0.59798443,-0.4229459,-0.42039183,-1.2873135,-0.0003175234,-0.21514611,-0.21128437,-0.07917329,-0.7228874,-0.024240987
30.0,4,16.0,4,Tech-support,Not-in-family,Black,Male,0.0,0.0,15.0,39,0.03272793,False,-0.67021656,-0.040129405,1.5121007,-0.21942943,0.2777027,-1.2431709,0.01896396,-0.20742543,-0.189558,-0.06479976,-1.4432142,0.025558112
69.0,0,9.0,2,Adm-clerical,Husband,Black,Female,0.0,0.0,13.0,39,0.03333042,False,-0.28218317,0.088760756,-0.62783396,0.06535493,-0.48183092,0.61116964,0.020328896,0.044057004,-0.20122442,-0.08639659,-1.3745412,-0.00041893352
52.0,4,14.0,2,Tech-support,Husband,Black,Female,0.0,0.0,45.0,39,0.81099737,True,0.4283906,0.05557375,0.98424643,0.071827725,0.19933596,0.7412807,0.019776866,0.066197544,-0.17683752,-0.09016898,0.28395367,0.015558257
63.0,6,2.0,6,Farming-fishing,Unmarried,Black,Male,0.0,0.0,30.0,8,0.01046008,False,0.28769758,0.10811131,-0.9333101,0.1043454,-0.62539923,-1.0455093,0.0137021905,-0.31275946,-0.2059169,-0.06652406,-0.72929037,-0.0021880823
19.0,0,10.0,4,Adm-clerical,Own-child,Black,Female,0.0,0.0,30.0,39,0.0005312949,False,-2.7627957,0.019658765,-0.16278465,-0.44174272,-0.63337415,-1.5641116,0.0008007975,0.08882299,-0.203934,-0.07509129,-0.64344126,-0.01903569
50.0,4,9.0,2,,Husband,Black,Female,0.0,0.0,40.0,39,0.36756447,False,0.48974383,0.041896753,-0.3749704,0.07657744,-0.26051024,0.8336526,0.033512082,0.053336564,-0.1926257,-0.07055619,-0.042503446,0.012397062
20.0,4,10.0,4,Tech-support,Own-child,Black,Female,0.0,0.0,25.0,39,0.0012478883,False,-2.6748765,-0.045575887,-0.1283093,-0.42552862,0.31588042,-1.5096157,-0.002790585,0.087189846,-0.20758253,-0.07830985,-0.8561095,-0.016786773
28.0,4,6.0,4,Transport-moving,Own-child,Amer-Indian-Eskimo,Female,0.0,0.0,45.0,39,0.0070704944,False,-0.63512456,-0.057496063,-0.8180202,-0.46726817,-0.5226213,-1.3011796,-0.27060342,0.08959274,-0.2034612,-0.07049297,0.4480121,0.0065683834
30.0,4,10.0,4,Farming-fishing,Own-child,Black,Male,0.0,0.0,40.0,39,0.0058453646,False,-0.19184764,-0.0035054306,-0.19702674,-0.4917731,-0.6501927,-1.8085276,0.02202945,-0.2047888,-0.21533339,-0.07251598,-0.17937295,-0.00075239706
31.0,7,13.0,4,Tech-support,Not-in-family,Black,Male,0.0,0.0,40.0,39,0.044422384,False,-0.18541688,-0.17182015,0.5865773,-0.28265762,0.31493336,-1.4440615,-0.0044393907,-0.2837373,-0.19557278,-0.066596165,-0.20496258,0.011814105
17.0,0,8.0,4,Adm-clerical,Own-child,Black,Male,0.0,0.0,25.0,39,0.00028750848,False,-2.5050476,-0.016008992,-0.5680631,-0.48323694,-0.66267645,-1.4053924,-2.2234683e-05,-0.21125133,-0.20714784,-0.07303229,-0.85618156,-0.02327642
27.0,4,9.0,2,,Husband,Black,Female,3908.0,0.0,35.0,39,0.017024709,False,-0.83025616,-0.02689607,-0.46099976,0.09117636,-0.1313957,0.67706066,0.011783406,0.036509316,-1.857822,-0.07921731,-0.35287,0.009639525
44.0,4,6.0,5,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,39,0.008006247,False,0.39923579,-0.010463801,-0.8390747,-0.40074104,-0.49694258,-1.332017,-0.24367982,-0.31719908,-0.20926416,-0.068288684,-0.16765776,0.009228684
31.0,4,13.0,2,Prof-specialty,Husband,Black,Female,0.0,0.0,46.0,39,0.57722527,True,-0.22435758,0.04673443,0.75725275,0.08849471,-0.122228615,0.71449023,0.0154661555,0.047684796,-0.20891756,-0.10305657,0.42330584,0.019154325
22.0,6,10.0,4,Prof-specialty,Not-in-family,Black,Female,0.0,0.0,40.0,39,0.005340439,False,-1.9799978,0.10270921,-0.14518519,-0.29366928,-0.19922255,-1.0830376,-0.02336226,0.10703138,-0.20037803,-0.06908988,-0.2928801,-0.0073779942
47.0,4,14.0,5,Other-service,Not-in-family,Black,Female,99999.0,0.0,50.0,39,0.99661463,True,0.44947186,0.07688425,0.7681118,-0.13481714,0.5031974,-0.71626925,0.02815469,0.10694685,5.309312,-0.028649047,0.4451291,0.02005621
21.0,4,9.0,3,Other-service,Other-relative,Black,Male,0.0,0.0,60.0,39,0.0105709825,False,-2.3021212,-0.024895858,-0.40514278,-0.12317921,0.3048965,-1.271891,0.0055670864,-0.20885928,-0.18391605,-0.06390261,0.89189774,-0.014838065
43.0,4,9.0,5,,Unmarried,Black,Female,0.0,0.0,40.0,26,0.030133877,False,0.21676101,0.0042105066,-0.47091419,-0.21978702,-0.15421472,-1.2827026,0.035926763,0.1622931,-0.19155033,-0.056196727,-0.18783653,-0.18486243
40.0,4,14.0,2,Tech-support,Husband,Black,Female,0.0,0.0,60.0,39,0.750992,True,0.21586207,0.063788705,0.93669605,0.074219614,0.16144581,0.73757386,0.018570371,0.061403573,-0.17391387,-0.09142106,0.22216208,0.020154085
37.0,6,9.0,0,Craft-repair,Own-child,Black,Female,0.0,0.0,10.0,39,0.0072532883,False,0.016928785,0.0065517914,-0.49745634,-0.11309094,-0.6954184,-1.4593691,0.016886631,0.087302014,-0.20412526,-0.070122965,-0.8656921,0.0012106164
28.0,4,7.0,2,Other-service,Husband,Black,Female,0.0,0.0,50.0,39,0.10458163,False,-0.8058769,0.016791208,-1.3189465,0.09269374,0.39455727,0.43063337,0.023135154,0.04038119,-0.22174858,-0.07930588,0.42012596,0.0028691122
43.0,4,13.0,2,Transport-moving,Husband,Black,Female,0.0,1902.0,40.0,39,0.96680987,True,0.2929032,0.085761346,0.6005216,0.08213088,-0.40934634,1.2628962,0.020514617,0.048608728,-0.13518699,2.7187915,-0.06534073,0.01212919
18.0,4,7.0,2,Prof-specialty,Husband,Black,Female,0.0,0.0,40.0,39,0.0069683935,False,-2.7116246,-0.024983011,-1.0274119,0.10303364,-0.175716,0.5214022,0.00015519222,0.036042705,-0.2425841,-0.090303965,-0.18866691,-0.016092047
44.0,2,12.0,2,Sales,Husband,Black,Female,0.0,0.0,30.0,39,0.13651448,False,0.3410851,-0.069632016,0.123561524,0.07673391,-0.78861755,0.73867375,0.017835915,0.04006288,-0.23708989,-0.10198515,-0.8495715,0.0070293457
54.0,4,9.0,5,Armed-Forces,Unmarried,Black,Male,0.0,0.0,35.0,39,0.028472593,False,0.5299761,0.0012675816,-0.5172889,-0.3098418,0.23448712,-1.4518987,0.018311298,-0.36422455,-0.19644779,-0.059321873,-0.28222454,0.009908659
46.0,7,10.0,0,Exec-managerial,Unmarried,Black,Male,0.0,0.0,48.0,39,0.09315637,False,0.3747673,-0.026996491,-0.18336873,-0.1024013,0.017669348,-1.3548323,-0.004555104,-0.4264915,-0.17887112,-0.059882145,0.7972444,0.01465906
17.0,4,7.0,4,Craft-repair,Own-child,Black,Male,0.0,0.0,16.0,39,0.00031820123,False,-2.3237665,-0.06706655,-0.6485863,-0.45436686,-0.5029473,-1.3173249,0.00019366498,-0.17510575,-0.21175997,-0.08235427,-1.1027225,-0.024068719
65.0,2,9.0,6,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,0.0,0.0,25.0,39,0.0042343773,False,-0.0017622196,-0.11515687,-0.51181006,0.023736894,-0.64481866,-1.2624503,-0.23075049,-0.2771147,-0.21045235,-0.06534583,-1.0180196,-0.0036987152
25.0,4,13.0,4,Armed-Forces,Not-in-family,Black,Female,0.0,0.0,40.0,39,0.020610629,False,-1.4435853,0.009399953,0.51043385,-0.28966603,0.16782536,-1.3367538,0.005037991,0.102725215,-0.19837643,-0.0671058,-0.19467902,0.016252626
25.0,4,9.0,4,Armed-Forces,Unmarried,Amer-Indian-Eskimo,Male,0.0,0.0,35.0,39,0.0038839914,False,-1.1181366,-0.06739581,-0.42748618,-0.4508742,0.17297113,-1.3424784,-0.26383638,-0.26582685,-0.2006179,-0.062785015,-0.38580838,0.007904104
44.0,4,4.0,2,Prof-specialty,Husband,Black,Female,0.0,0.0,40.0,39,0.08715437,False,0.29940426,-0.008245042,-1.6062187,0.073937096,-0.21883585,0.6006805,0.015106147,0.04766534,-0.21246512,-0.07870197,-0.12935293,0.010769341
62.0,5,9.0,2,Other-service,Husband,Amer-Indian-Eskimo,Female,20051.0,0.0,72.0,39,0.9900995,True,-0.046144105,0.18267183,-0.30808905,0.11583662,0.2651905,0.46226403,-0.20551366,0.043477576,5.3292384,-0.039641216,-0.07652111,0.025083516
30.0,4,11.0,0,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,38.0,39,0.010325619,False,-0.26780877,-0.01767665,0.036977522,-0.16472577,-0.40547112,-1.6364927,0.010525618,-0.30492923,-0.20322803,-0.055847324,-0.41721863,0.005777161
50.0,0,10.0,0,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,39,0.0364528,False,0.5370472,0.11009638,-0.13468719,-0.11986322,-0.69465333,-1.5052265,0.01447323,0.17198327,-0.185151,-0.054410245,-0.27744535,0.005863852
69.0,0,11.0,6,Adm-clerical,Not-in-family,Black,Male,0.0,0.0,1.0,39,0.019706642,False,0.004421913,0.19363779,0.06707312,0.042086534,-0.59167284,-1.4798062,0.023699377,-0.3838331,-0.19383164,-0.058616765,-0.39262933,0.0052005392
33.0,6,11.0,2,Sales,Husband,Black,Female,0.0,0.0,65.0,39,0.20432937,False,-0.054185573,-0.29248556,-0.13808613,0.07617638,-0.69981086,0.6683503,0.011973829,0.03878838,-0.21004768,-0.09910109,0.4676687,0.01393764
52.0,4,9.0,0,Exec-managerial,Unmarried,Black,Male,0.0,0.0,40.0,5,0.013264734,False,0.36307174,0.0019187983,-0.41672456,-0.1223765,-0.4019982,-1.6438684,0.014217125,-0.33853242,-0.19552842,-0.057652805,-0.20024318,-0.16894938
47.0,4,13.0,2,Armed-Forces,Husband,Black,Female,0.0,0.0,40.0,39,0.72775286,True,0.4680166,0.047445126,0.67932,0.07374354,0.2156501,0.8632932,0.016629724,0.058896694,-0.19379577,-0.09540735,-0.022947598,0.015036832
27.0,4,9.0,2,Craft-repair,Husband,Black,Female,0.0,0.0,40.0,26,0.039487373,False,-0.9621511,-0.019386098,-0.5181912,0.10251711,-0.7457708,0.7358716,0.01531251,0.036043517,-0.22855426,-0.08737729,-0.073432796,-0.30373815
20.0,4,9.0,4,Craft-repair,Own-child,Black,Female,0.0,0.0,15.0,39,0.00034375524,False,-2.4426222,-0.07137834,-0.39363042,-0.43601885,-0.53104967,-1.4463247,0.0022805461,0.059186302,-0.20839605,-0.08302828,-1.2585354,-0.023079578
50.0,4,9.0,2,Other-service,Husband,Black,Female,0.0,0.0,40.0,39,0.54796815,True,0.5161634,0.07200791,-0.47621062,0.08193538,0.479822,0.8674606,0.027953638,0.052462377,-0.1892832,-0.07601588,-0.03628697,0.015086402
36.0,4,10.0,4,Farming-fishing,Not-in-family,Black,Male,0.0,1617.0,40.0,39,0.0037547108,False,-0.011066634,0.022450598,-0.2774102,-0.18350817,-0.6877528,-1.2574613,0.010478714,-0.22082327,-0.21206185,-1.4213184,-0.19931662,-0.00055634766
22.0,4,6.0,4,Farming-fishing,Own-child,Black,Male,0.0,0.0,40.0,39,0.0016531204,False,-1.7317404,-0.029819082,-0.58598423,-0.44348904,-0.39114183,-1.3707435,0.004921852,-0.19771886,-0.20974831,-0.078438565,-0.20516947,-0.021727368
17.0,4,7.0,4,Armed-Forces,Own-child,Black,Female,0.0,0.0,20.0,39,0.00065589696,False,-2.682602,-0.07105757,-0.6081552,-0.406036,0.16364554,-1.2954811,0.0025132466,0.073826894,-0.20248863,-0.07489931,-1.0721823,-0.013298302
44.0,4,10.0,2,Prof-specialty,Husband,Black,Female,7298.0,0.0,40.0,39,0.9917447,True,0.37099096,0.023664245,-0.08189469,0.15423095,-0.17251971,0.8675329,0.015264996,0.0405257,4.798362,-0.04299568,-0.05226993,0.010341449
18.0,4,7.0,4,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Female,0.0,0.0,30.0,39,0.00071098,False,-2.1417494,-0.082013175,-0.61631954,-0.38625795,-0.45720753,-1.236316,-0.2160203,0.07583675,-0.21136847,-0.08053183,-0.73587346,-0.017703142
20.0,4,10.0,4,Other-service,Own-child,Black,Male,0.0,0.0,20.0,39,0.00053822895,False,-2.828429,-0.03158424,-0.15859914,-0.4942677,0.25604376,-1.5703355,0.00473007,-0.17150009,-0.20600165,-0.08046634,-1.0847747,-0.018865362
36.0,0,10.0,0,Adm-clerical,Own-child,Black,Male,0.0,0.0,32.0,39,0.006810179,False,-0.20202646,0.12041171,-0.14017156,-0.12024167,-0.6797509,-1.727519,0.012528504,-0.23568659,-0.20285378,-0.058778528,-0.6051827,-0.0006003476
39.0,4,9.0,2,Transport-moving,Husband,Black,Female,0.0,0.0,40.0,39,0.24715005,False,0.23792188,0.029570099,-0.43624347,0.09185401,-0.49743596,0.8521506,0.025045393,0.044970766,-0.20452142,-0.083235666,-0.040141582,0.008823888
55.0,4,13.0,2,Armed-Forces,Husband,Black,Female,15024.0,0.0,50.0,39,0.99631137,True,0.20302208,0.038546715,0.45095342,0.09893996,0.031145288,0.47008455,0.016958952,0.048577875,5.1849,-0.041631877,0.2291184,0.010821239
34.0,4,9.0,4,Craft-repair,Not-in-family,Black,Female,0.0,0.0,60.0,39,0.04452316,False,0.017428936,0.0017911282,-0.56461245,-0.28746572,-0.7256087,-1.0769888,0.02254781,0.13810559,-0.18440595,-0.05529402,0.78329915,0.007635709
23.0,4,13.0,4,Transport-moving,Own-child,Black,Female,0.0,0.0,50.0,39,0.006199788,False,-2.2135634,-0.0009812941,0.423338,-0.4403364,-0.42824817,-1.6351384,-0.004695598,0.06999801,-0.20211242,-0.08591617,0.59178346,-0.008507069
65.0,0,7.0,2,Adm-clerical,Husband,Black,Female,0.0,0.0,40.0,26,0.047932986,False,0.015351535,0.07524838,-1.3960452,0.06597074,-0.6554257,0.6135892,0.020005751,0.05318481,-0.21210775,-0.07802822,-0.10794046,-0.24000439
31.0,2,9.0,2,,Husband,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,39,0.11348947,False,-0.29348588,-0.10941054,-0.4711466,0.09357341,-0.3264511,0.81026936,-0.2871317,0.04308968,-0.20919518,-0.07556884,-0.10211808,0.0146185355
31.0,2,13.0,2,Farming-fishing,Husband,Black,Female,0.0,0.0,38.0,39,0.2899654,False,-0.17023514,-0.07837739,0.7209273,0.07968612,-0.7630513,0.89129764,0.01604353,0.034402106,-0.22103864,-0.10435276,-0.16922651,0.011002277
25.0,2,13.0,4,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,39,0.005483982,False,-1.0796667,-0.07080551,0.50572866,-0.54868907,-0.21247983,-1.7647928,-0.16472657,-0.24209668,-0.20878603,-0.07759346,-0.19814391,0.004261515
49.0,4,9.0,2,Transport-moving,Husband,Black,Female,0.0,0.0,40.0,39,0.283354,False,0.4379699,0.025578164,-0.4272067,0.08404498,-0.5405277,0.8666008,0.020753121,0.052086934,-0.20268944,-0.08143321,-0.033714887,0.013283364
54.0,4,9.0,6,Exec-managerial,Unmarried,Black,Male,0.0,0.0,40.0,39,0.018505182,False,0.4708779,0.0103713535,-0.48418877,0.011493481,-0.42328203,-1.582124,0.030389361,-0.45388344,-0.19685045,-0.058806717,-0.16915819,0.016764786
30.0,4,13.0,2,Armed-Forces,Husband,Black,Female,2407.0,0.0,40.0,39,0.31155023,False,-0.18641812,0.02578187,0.78429055,0.07826313,0.20574528,0.9141092,0.026260512,0.046851467,-1.4385786,-0.099598095,-0.0299515,0.022993444
44.0,4,16.0,2,Tech-support,Husband,Black,Female,0.0,0.0,40.0,39,0.8394311,True,0.40409824,0.014851348,1.4183906,0.06434867,0.32204822,0.7304209,0.02318773,0.057923798,-0.17899181,-0.09305744,0.008040739,0.02536913
33.0,4,10.0,4,Exec-managerial,Not-in-family,Black,Female,0.0,0.0,36.0,39,0.015106504,False,-0.260832,-0.0095750345,-0.19099335,-0.30325207,-0.34010947,-1.4431955,0.019856872,0.17353198,-0.197328,-0.054416243,-0.4394802,0.011013142
51.0,4,9.0,2,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,39,0.3351186,False,0.32380033,0.0119569115,-0.45799154,0.105138645,-0.10146306,1.310065,-0.2473098,-0.16714826,-0.19339328,-0.07638274,-0.07828844,0.028521413
35.0,1,13.0,2,Tech-support,Husband,Asian-Pac-Islander,Female,0.0,0.0,40.0,40,0.6730463,True,-0.13459024,0.19448473,0.6711853,0.07891033,0.3615892,0.8554183,-0.031775672,0.044466965,-0.20147617,-0.085456096,-0.033944998,0.14581446
44.0,6,10.0,0,Other-service,Not-in-family,Black,Male,0.0,0.0,40.0,39,0.030389434,False,0.30571565,-0.43976673,-0.2275293,-0.14037547,0.33445334,-1.4705176,0.01298776,-0.25987992,-0.18922,-0.06035964,-0.18936978,0.0036939292
24.0,4,9.0,4,Farming-fishing,Not-in-family,Black,Female,0.0,0.0,40.0,39,0.005563189,False,-1.2687426,-0.017856026,-0.3429979,-0.2961716,-0.52263725,-1.1837705,0.006561711,0.093477845,-0.20597771,-0.0653424,-0.23435223,-0.005554041
54.0,4,10.0,2,Exec-managerial,Husband,Black,Female,0.0,0.0,40.0,39,0.47519857,False,0.52494884,0.041286223,-0.057088327,0.08443491,-0.17248395,0.91487783,0.01604079,0.052599933,-0.19547552,-0.08418232,-0.10034666,0.01873102
32.0,4,9.0,2,Prof-specialty,Husband,Black,Female,5178.0,0.0,48.0,39,0.9549344,True,-0.12003323,0.018971892,-0.30283195,0.13358103,-0.09729503,1.0864567,0.018636305,0.04857466,3.0962238,-0.047059894,0.3511634,0.009764174
39.0,4,13.0,2,Tech-support,Not-in-family,Black,Female,0.0,0.0,60.0,39,0.3966443,False,0.25178358,0.06381648,0.6734326,0.111194655,0.19258018,-0.98431057,0.015264001,0.15712494,-0.16062763,-0.054224487,0.44133773,0.015792869
17.0,4,7.0,4,Farming-fishing,Own-child,Black,Female,0.0,0.0,5.0,39,0.00041475517,False,-2.3708265,-0.08226626,-0.64983106,-0.38750288,-0.44888297,-1.3182708,-0.0007575481,0.05526693,-0.20737007,-0.08149647,-1.1320344,-0.02080051
32.0,4,12.0,2,Other-service,Husband,Black,Female,0.0,0.0,60.0,39,0.62320113,True,-0.18893063,0.08382342,0.10639006,0.08610458,0.5224049,0.7605306,0.023941902,0.04281447,-0.19569643,-0.08865738,0.4769193,0.01614307
18.0,4,7.0,4,Farming-fishing,Own-child,Black,Male,0.0,0.0,22.0,39,0.00040263435,False,-2.2709775,-0.055852395,-0.64049804,-0.43081966,-0.40067813,-1.3165534,-0.002588976,-0.16248368,-0.21168369,-0.080753505,-1.0786312,-0.022919742
33.0,4,9.0,5,Prof-specialty,Not-in-family,White,Female,0.0,0.0,35.0,17,0.01100394,False,-0.21244873,-0.021973923,-0.49372056,-0.18872075,-0.24516411,-1.1775544,-0.29512286,0.124526136,-0.20108853,-0.051290195,-0.4658893,-0.12736097
57.0,4,11.0,2,Tech-support,Husband,Black,Female,0.0,0.0,40.0,39,0.58649486,True,0.36764297,0.035783194,0.033873748,0.0721264,0.27112764,0.8862452,0.017424528,0.058946833,-0.19227423,-0.08283838,0.01509017,0.0089745205
56.0,4,10.0,0,Other-service,Not-in-family,Black,Male,0.0,1980.0,40.0,39,0.043185204,False,0.45846456,0.062198255,-0.2353547,-0.13992101,0.52645487,-1.2112813,0.015065075,-0.23923169,-0.18904388,-0.871849,-0.13884471,0.007861357
30.0,4,11.0,4,Tech-support,Not-in-family,Black,Male,0.0,0.0,40.0,39,0.03609173,False,-0.23438883,0.0087199,0.025377264,-0.28749195,0.3644685,-1.3612123,0.018720783,-0.29694968,-0.20206866,-0.056751765,-0.12945534,0.008736175
66.0,4,13.0,2,Farming-fishing,Husband,Black,Female,0.0,0.0,40.0,39,0.27070203,False,-0.25020826,-0.0023540482,0.6085016,0.05679988,-0.8050019,0.828003,0.012750379,0.041542254,-0.20809442,-0.1140219,-0.019533524,0.0031827907
38.0,2,10.0,0,Other-service,Unmarried,Amer-Indian-Eskimo,Male,0.0,0.0,45.0,39,0.059087113,False,0.012445459,-0.018298242,-0.2027604,-0.105144024,0.45330307,-1.4754499,-0.18604907,-0.28907162,-0.18246377,-0.055991337,0.42141327,0.0028583673
21.0,4,10.0,4,Farming-fishing,Own-child,Asian-Pac-Islander,Female,0.0,0.0,20.0,39,0.0011456247,False,-2.1978993,-0.059150428,-0.12046353,-0.3817163,-0.4032368,-1.4832028,0.3324894,0.06427108,-0.20941153,-0.08182028,-1.0911574,0.0032754738
25.0,4,13.0,4,Other-service,Own-child,Black,Female,0.0,0.0,45.0,39,0.022321207,False,-1.5049493,0.028491085,0.5045849,-0.5116304,0.3794491,-1.7331524,0.0110767875,0.0773419,-0.19403516,-0.07787861,0.37273914,0.010947668
31.0,4,10.0,5,Armed-Forces,Unmarried,Black,Male,0.0,0.0,40.0,39,0.022185944,False,-0.18882072,0.0047077984,-0.21497497,-0.22047578,0.2740544,-1.5785762,0.03151969,-0.31346744,-0.20173068,-0.0612063,-0.1831975,0.008938661
30.0,2,9.0,2,Protective-serv,Husband,Black,Female,0.0,0.0,40.0,39,0.28063923,False,-0.3538162,-0.012041016,-0.4705257,0.09005605,0.36181018,0.79772526,0.031913247,0.050109923,-0.20828427,-0.07785075,-0.016461762,0.00869952
62.0,4,11.0,2,Priv-house-serv,Husband,Black,Female,0.0,0.0,40.0,39,0.5688046,True,0.13807327,0.021360701,0.0066074897,0.07084795,0.5246678,0.8702888,0.02987906,0.053429917,-0.19287051,-0.08330814,-0.028186223,0.008814985
27.0,4,9.0,4,Farming-fishing,Not-in-family,Black,Male,0.0,0.0,40.0,39,0.005137493,False,-0.64868337,-0.011242428,-0.45256355,-0.3406676,-0.5676667,-1.3906338,0.005007066,-0.24086589,-0.20744348,-0.06178992,-0.20522492,-0.0016220503
43.0,4,10.0,2,,Husband,Black,Female,0.0,0.0,50.0,39,0.37126088,False,0.14552084,0.04649267,-0.08103127,0.07391137,-0.46150073,0.72851455,0.02602333,0.046488885,-0.192585,-0.076970145,0.35448262,0.0064700213
52.0,4,11.0,2,Prof-specialty,Husband,Black,Female,0.0,0.0,40.0,39,0.48548254,False,0.48841676,0.050585937,0.033666614,0.07598689,-0.1486264,0.86897653,0.014512932,0.04898784,-0.19672272,-0.085575595,-0.0833085,0.017643742
37.0,4,9.0,2,Prof-specialty,Husband,Black,Female,0.0,1628.0,40.0,39,0.05967978,False,0.09220192,0.018578436,-0.3082585,0.070368804,-0.20014742,0.77599096,0.019022765,0.04003063,-0.21079214,-1.8167802,-0.1040441,0.009231165
34.0,7,13.0,4,Tech-support,Not-in-family,Black,Female,0.0,0.0,45.0,39,0.22798015,False,0.07540343,-0.26997036,0.67152,-0.22649494,0.32052517,-1.0474458,0.003969013,0.16097173,-0.17129411,-0.0596899,0.45382506,0.011557596
81.0,0,9.0,2,Adm-clerical,Husband,Black,Female,0.0,0.0,18.0,39,0.04091128,False,-0.29054496,0.12826423,-0.60262805,0.07129552,-0.44547608,0.62282985,0.022393733,0.04286497,-0.18258616,-0.08566357,-1.291197,-0.0015029741
51.0,4,12.0,2,Other-service,Husband,Black,Female,0.0,0.0,45.0,39,0.76851285,True,0.50079286,0.099520236,0.14820628,0.079832435,0.55829936,0.8228008,0.024148326,0.05334361,-0.18549931,-0.085502185,0.3097324,0.016887963
29.0,4,13.0,4,Exec-managerial,Own-child,Asian-Pac-Islander,Male,2202.0,0.0,40.0,36,0.0045295004,False,-0.2848479,-0.01360564,0.61479884,-0.47123125,-0.3655956,-1.763428,-0.018568309,-0.24279515,-1.2998378,-0.078420594,-0.2428493,-0.083595164
34.0,4,9.0,2,Prof-specialty,Husband,Black,Female,0.0,0.0,40.0,39,0.21421872,False,-0.16388887,0.019799808,-0.45465285,0.09226093,-0.17535298,0.8170441,0.02401162,0.04540392,-0.20383763,-0.0802037,-0.08839544,0.010759994
36.0,1,10.0,4,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,13550.0,0.0,40.0,39,0.98997295,True,0.012220315,0.22551668,-0.108740866,-0.22468698,0.30472037,-0.8397025,-0.2578511,0.080856,6.6177444,-0.027411781,-0.05326258,0.0056098416
66.0,5,10.0,2,Tech-support,Husband,Black,Female,0.0,0.0,40.0,39,0.45677257,False,-0.1818247,0.27126065,-0.10867551,0.06639592,0.26456618,0.8597624,0.019518565,0.055568375,-0.184676,-0.09034909,-0.0064784437,0.0042185965
28.0,4,9.0,4,Tech-support,Not-in-family,Black,Male,0.0,0.0,40.0,39,0.014620238,False,-0.60794824,-0.007201656,-0.4727872,-0.3156081,0.37562582,-1.3258805,0.017310958,-0.31710216,-0.20282264,-0.055409934,-0.16140482,0.0052445936
44.0,6,10.0,0,Farming-fishing,Not-in-family,Black,Female,0.0,0.0,45.0,39,0.045952484,False,0.28641826,-0.29174814,-0.22833456,-0.09938333,-0.81537324,-1.1083757,0.006673645,0.1505486,-0.18007238,-0.061896764,0.44957256,0.0014949788
20.0,0,10.0,4,Adm-clerical,Own-child,Black,Male,0.0,0.0,16.0,39,0.00027455465,False,-2.781507,0.026919438,-0.1370635,-0.48861104,-0.60989165,-1.561619,-0.00040315228,-0.20001125,-0.20490028,-0.075589605,-1.0030423,-0.021727549
35.0,4,9.0,2,Craft-repair,Wife,Black,Male,0.0,0.0,40.0,39,0.22298566,False,-0.07460377,-0.005481587,-0.4613305,0.10521421,-0.7223896,1.4243517,0.042749204,-0.10797522,-0.21042283,-0.08362445,-0.030623978,0.018416293
